Thomas Kraft (Fußballspieler),托馬斯·克拉夫特
Philipp Fürst,菲利普·菲尔斯特
Marisa Burger,玛莉莎·布尔格
Sabine Röther-Kirschke,扎比内·勒特尔
Jens Wemmer,延斯·維默爾
Eckhard Martens,埃克哈德·马滕斯
Eduard Habsburg-Lothringen,爱德华·哈布斯堡
Roswitha Beier,罗斯维塔·拜尔
Egon Henninger,埃贡·亨宁格
Eberhard Ferstl,埃伯哈德·费斯特尔
Nancy Faeser,南希·費瑟
Reinhard Rychly,赖因哈德·里希利
Susanne Schuster,苏珊·舒斯特
Petra Boesler,彼得拉·伯斯勒
Wolfgang Klotz,沃尔夫冈·克洛茨
Edith Eckbauer,埃迪特·埃克鲍尔
Thomas Kastura,托马斯·卡施徒拉
Ingo Borkowski,英戈·博尔科夫斯基
Franziska Hentschel,弗兰齐斯卡·亨切尔
Aline Rotter-Focken,阿琳·罗特-福肯
Edina Müller,埃迪娜·米勒
Hans-Ulrich Schmied,汉斯-乌尔里希·施米德
Kolja Blacher,柯爾亞·布拉赫
Ralph Kubail,拉尔夫·库拜尔
Richard Ratka,里夏德·拉特卡
Werner Seibold,维尔纳·赛博尔德
Otto-Werner Mueller,奥托·沃纳·穆勒
Klaus Rupprecht,陸柏赫
Lutz Hoffmann (Turner),卢茨·霍夫曼
Michael Dürsch,米夏埃尔·迪施
Elke Drüll,埃尔克·德吕尔
Werner Pinzner,维尔纳·平茨纳
Emil Sieg,艾密尔·西克
Günther Hecht (Physiker),京特·黑希特
Sonja Lehmann,索尼娅·莱曼
Hannelore Brenner,汉内洛蕾·布伦纳
Elke Sehmisch,埃尔克·泽米施
Ekkhard Schmidt-Opper,埃克哈德·施密特-奥珀
Heinrich Henkel (Rechtswissenschaftler),海因里希·亨克尔
Thomas Weikert,托马斯·维克特
Erwin Koppe,埃尔温·科佩
Fabienne Deprez,法比耶娜·德普莱兹
Erich Reuleaux,埃里希·罗鲁
Erich Siebert,埃里克·西伯特
Nico Schulz,尼科·舒爾茨
Alfred zu Salm-Salm,阿爾弗雷德·薩爾姆-薩爾姆
Heinrich Gemkow,海因里希·格姆科夫
Erdmuth Dorothea von Sachsen-Zeitz,厄德穆特·多蘿西亞·(薩克森-蔡茨)
Sabine Jahn,扎比内·雅恩
Wiltrud Urselmann,维尔特鲁德·乌泽尔曼
Enis Alushi,尤尼斯·阿魯什
Eva Hagenbäumer,埃娃·哈根博伊默
Alexander Schowtka,亚历山大·朔特卡
Ernst-Joachim Küppers,恩斯特-约阿希姆·屈佩尔斯
Evelyn Hübscher,埃费琳·马茨
Evelyn Herwegh,埃费琳·赫尔韦格
Fabian Holland,法比安·霍兰
Ernst Boerschmann,恩斯特·柏石曼
Eva Paskuy,埃娃·帕斯库伊
Horst Sitta,霍斯特·西塔
Thomas Rathgeber,托馬斯·拉斯格貝爾
Ewald Schurer,埃瓦爾德·舒爾
Michael Schwan,米夏埃尔·施万
Michael Buchheim,米夏埃尔·布赫海姆
Karin Schlüter,卡琳·施吕特
Hendrik Wüst,亨德里克·伍斯特
Ralf-Peter Hemmann,拉尔夫-彼得·赫曼
Katharina Rensch,卡塔琳娜·伦施
Karola Sube,卡萝拉·祖贝
Helmut Schön,赫尔穆特·舍恩
Finn Lemke,芬恩·莱姆克
Felicio Brown Forbes,费利西奥·布朗·福布斯
Lutz Mack,卢茨·马克
Stephan Hauck,斯特凡·豪克
Frank Stäbler,弗兰克·施特布勒
Florian Abel (Fußballspieler),弗洛里安·阿贝尔
Silvia Hindorff,西尔维娅·欣多夫
Oliver Adler,奥利弗·阿德勒
Roger Schmidt,罗格·施密特·(足球教练)
Lisa Altenburg,莉萨·阿尔滕堡
Frank Mantek,弗兰克·曼特克
Felix Zwayer,菲利克斯·茨瓦尔
Felix Otto (Ruderer),费利克斯·奥托
Frank Otto (Wasserballspieler),弗兰克·奥托
Frank Richter (Ruderer),弗兰克·里希特
Heidi Westphal,海迪·韦斯特法尔
Frank Kleber,弗兰克·克勒贝尔
Frank Dundr,弗兰克·敦德尔
Frank Saborowski,弗兰克·萨博罗夫斯基
"Frank Kramer (Fußballspieler, 1972)",弗兰克·克拉默·(1972年生足球运动员)
Frank Willenborg,弗兰克·维伦博格
Roland Göhler,罗兰·格勒
Friedrich Leßner,弗里德里希·列斯纳
Marion Kische,玛丽昂·基舍
Gitta Escher,吉塔·埃舍尔
Manfred Gelpke,曼弗雷德·格尔普克
Franziska Preuß,弗兰齐斯卡·普罗伊斯
Friedhelm Dick,弗里德海姆·迪克
Frauke Kuhlmann,弗劳克·库尔曼
Wolf-Rüdiger Netz,沃尔夫-吕迪格·内茨
Kerstin Gerschau,克斯廷·格绍
Peter Hoeltzenbein,彼得·赫尔岑拜因
Martin Zwicker,马丁·茨维克尔
Wolfgang Leidhold,沃尔夫冈·莱德霍尔德
Isabel Lohau,伊莎贝尔·洛豪
Gabriele Badorek,加布丽埃莱·巴多雷克
Gaby Schöwe,加布里埃拉·舍韦
Maximilian von Baden (General),巴登的馬克西米利安
Gabriele Wetzko,加布丽埃莱·韦茨科
Matthias Ockert,马蒂亚斯·奥克尔特
Wolfram Huhn,沃尔弗拉姆·胡恩
Sandra Hengst,桑德拉·亨斯特
Friedrich von Baden (1756–1817),巴登的腓特烈
Ruby O. Fee,露比·歐·菲
Thomas Knorr,托马斯·克诺尔
Patrick Rakovsky,派翠克·拉科夫斯基
Sucharit Bhakdi,蘇查瑞·巴克迪
Maximilian Kleber,马克西米利安·克勒贝尔
Fritz Briel,弗里茨·布里尔
Nils Frahm,尼爾斯·弗拉姆
Gabriele Mehl,加布丽埃莱·梅尔
Gabriele Schopenhauer,加布麗埃勒·朔彭豪爾
"Georg Jung (Politiker, 1814)",格奥尔·荣格
Gustav Hertzfeldt,古斯塔夫·赫茨费尔特
Hans Sennewald,汉斯·森纳瓦尔德
Nora Gomringer,诺拉·戈姆林格
Gerhard Dietrich (Turner),格哈德·迪特里希
Tanja Kinkel,塔尼娅·金克尔
Hartmut Schreiber,哈特穆特·施赖伯
Heiko Balz,海科·巴尔茨
Gisela Weiß (Schwimmerin),吉塞拉·魏斯
Thomas Strauß,托马斯·施特劳斯
Werner Lippoldt,维尔纳·利波尔特
Steffen Weinhold,斯特芬·魏因霍尔德
Gerd Bonk,格尔德·邦克
Gerd Cintl,格尔德·钦特尔
Max Kepler,麥克斯·克普勒
Werner Nahm,维尔纳·纳姆
Gerhart Lüders,格哈特·吕德斯
Wolfgang Schwenke (Handballspieler),沃尔夫冈·施文克
Simone Thomaschinski,西蒙娜·托马申斯基
Irina Kuhnt,伊丽娜·库恩特
Wolfgang Nonn,沃尔夫冈·农恩
Gudrun Gottschlich,古德龙·戈特施利希
Stephan Fahrig,斯特凡·法里希
Rudolf von Pfullendorf,普富倫多夫的魯道夫
Julian Derstroff,儒利安·德爾施特羅夫
Gottfried Bandhauer,戈特弗里德·班德豪尔
Marcel Gaus,馬賽爾·高斯
Gerd Schön,盖德·肖恩
Norman Ohler,诺曼·欧勒
Susanne Müller (Hockeyspielerin),苏珊·米勒
Michael Baurmann,米歇尔·鲍曼
Heinrich XXIV. (Reuß-Köstritz),亨利二十四世·(羅伊斯-科斯特利茨)
Jens Fiedler (Handballspieler),延斯·菲德勒·(手球运动员)
Gregor K. Wenning,格里高爾·溫寧
Johannes zu Hohenlohe-Bartenstein,霍恩洛厄-巴滕施泰因的約翰尼斯
Jan Holpert,扬·霍尔佩特
Günther Schlee,君特·斯瑞
Guido Winkmann,圭多·温克曼
Günter Beier (Turner),金特·拜尔
Hans-Christian Ueberschaer,于倍寿
Günther XLII. (Schwarzburg-Sondershausen),金特四十二世·(施瓦茨堡-松德斯豪森)
Günther Ullerich,金特·乌勒里希
Gustav Adolf Schenck zu Schweinsberg,绅珂
Günter Perl,君特·佩尔
Hans-Joachim Klimkeit,漢斯-約雅金·克里木凱特
Günter Lyhs,金特·吕斯
Hans-Georg Maaßen,汉斯-乔治·马森
Hans-Joachim Borzym,汉斯-约阿希姆·博尔齐姆
Hans Georg Borst,汉斯·格奥尔格·博斯特
Rainer Hanschke,赖纳·汉施克
Jørn Andersen,约恩·安德森
Han Ying (Tischtennisspielerin),韓瑩
Günther Brennecke,金特·布伦内克
Karl-August von Sachsen-Weimar-Eisenach,卡尔-奥古斯特·(萨克森-魏玛-艾森纳赫)
Stefan Wannenwetsch,史提芬·尹倫韋治
Saskia Rosendahl,萨斯基亚·罗森达尔
Heidemarie Reineck,海德玛丽·赖内克
Hanno Behrens,哈诺·贝伦斯
Harold Dimke,哈罗尔德·迪姆克
Heike Hustede,海克·纳格尔
Hanns-Henning Fastrich,汉斯-亨宁·法斯特里希
Heike Weber,海克·莱曼
Heiko Bellmann,海科·毕尔曼
Sandro Schwarz,桑德罗·施瓦茨
Hans-Peter Koppe,汉斯-彼得·科佩
Heiko Kröger,海科·克勒格尔
Harry Luck,哈里·卢克
Harry Klugmann,哈里·克卢格曼
Heinrich Mederow,海因里希·梅德罗
Heinz-Jürgen Bothe,海因茨-于尔根·博特
Hellfried Heilfort,黑尔弗里德·海尔福特
Heinrich Röhreke,罗礼国
Christian Poser,克里斯蒂安·波泽
Helma Lehmann,黑尔玛·莱曼
Henrietta Ebert,亨丽埃塔·埃伯特
Hartmut Nickel,哈特穆特·尼克尔
Heinz Kiehl,海因茨·基尔
Christopher Reitz,克里斯托弗·赖茨
Hartwig Hausdorf,哈特維希·豪斯多夫
Heinrich Fürst zu Fürstenberg,亨利·(菲斯滕贝格)
Heinz Mertel,海因茨·默特尔
Helmut Liebermann,赫尔穆特·李伯曼
Heinz Renneberg,海因茨·伦内贝格
Helmut Martin (Sinologe),马汉茂
Herbert Blöcker,赫伯特·布勒克尔
"Werner Weist (Fußballspieler, 1949)",维尔纳·魏斯特
Heinz Radzikowski,海因茨·拉齐科夫斯基
Helmut Nonn,赫尔穆特·农恩
Herbert Stachowiak,赫伯特·斯塔霍维亚克
Serkan Göcer,塞爾坎·戈策爾
Helmut Rethemeier,赫尔穆特·雷特迈尔
Hubertus Schmidt,胡贝图斯·施密特
Hendrik Ochel,亨德里克·奥赫尔
Jan Lüke,扬·吕克
Petr Hejma senior,彼得·海马
Horst Löffler,霍斯特·勒夫勒
Rudolf Mang,鲁道夫·曼格
Horst-Günter Gregor,霍斯特-金特·格雷戈尔
Horst Karsten,霍斯特·卡斯滕
Wilhelm Büsing,威廉·比辛
Hans Eckstein (Wasserballspieler),汉斯·埃克施泰因
Horst-Gregorio Canellas,霍斯特-格雷戈里奥·卡内拉斯
Katja Kraus,卡特娅·克劳斯
Ingeborg Puppe,英格博格·普珀
Ingrid Schmidt (Schwimmerin),英格丽德·施密特
Horst Dohlus,霍斯特·多鲁斯
You Xie,谢盛友
Holger Aden,霍尔格·阿登
Horst Schulze,霍斯特·舒尔策
Ronny Garbuschewski,羅尼·加布舍夫斯基
Irene Abel,伊雷妮·阿贝尔
Holger Winselmann,霍尔格·温泽尔曼
Holger Zander,霍尔格·灿德尔
Ingrid Hartmann,英格丽德·哈特曼
Howard O’Melley,霍华德·奥马利
Vincenz Hundhausen,洪濤生
Holger Löhr,霍尔格·勒尔
Jan-Peter Tewes,扬-彼得·特韦斯
Inken Wienefeld,因肯·威内费尔德
Mariusz Strzałka,马里乌什·斯恰乌卡
Rainer Borkowsky,赖纳·博尔科夫斯基
Werner Peiner,维尔纳·佩纳
Irina Müller,伊琳娜·米勒
Hubert Knipping,克里平
Karl Wallenda,卡爾·瓦倫達
Ismail Tipi,伊斯邁爾·提比
Thomas Bertels,托馬斯·伯特爾斯
Jan-Lennard Struff,楊-萊納德·史卓夫
Jana Dörries,雅娜·德里斯
Nicole Faust,妮科尔·福斯特
Wolfram Siemann,沃爾弗拉姆·希曼
Iris Völkner,伊丽丝·弗尔克纳
Alexander Gauland,亚历山大·高兰
Jan-Philip Glania,扬-菲利普·格拉尼亚
Joachim Drews,约阿希姆·德鲁兹
Joachim Böhmer,约阿希姆·伯默尔
Joachim Broudré-Gröger,薄德磊
Torsten Lieberknecht,托尔斯滕·利伯克内希特
Ina Beyermann,伊娜·拜尔曼
Jana Teschke,雅娜·特施克
Jana Thieme,雅娜·蒂梅
Lisa Vicari,麗莎·維卡里
Janik Haberer,雅尼克·哈貝勒
Janina-Kristin Götz,雅尼娜-克丽斯廷·格茨
Joachim Persson,乔希姆·佩尔森
Jan Hecker,贺岩
Jan Hojer,揚·霍耶
Katrin Borchert,卡特琳·博尔歇特
Joachim Egon Fürst zu Fürstenberg,约阿希姆·埃贡·(菲斯滕贝格)
Joachim Werner Ehrig,约阿希姆·埃里希
Jochen Drees,约亨·德雷斯
Marc Barthel,马克·巴塞尔
Jasmin Grabowski,雅斯明·格拉博夫斯基
Jens Doberschütz,延斯·多贝尔许茨
Jens-Peter Voss,傅培言
Jeannette Götte,扬妮特·格特
Alfred Bauer,阿爾弗雷德·鮑爾
Susanne Wollschläger,苏姗·沃尔施莱格
Jacqueline Pfeifer,雅奎琳·勒林
Jonas Acquistapace,乔纳斯·阿斯塔帕斯
Albert Schnez,阿尔伯特·施内斯
Jennifer Janiska,珍妮佛·格尔蒂伊斯
Richarda Schmeißer,丽夏达·施迈瑟
Christine Schmitt,克里斯蒂娜·施米特
Wolfgang Thüne (Turner),沃尔夫冈·蒂内
Matthias Brehme,马蒂亚斯·布雷梅
Leonhard Pföderl,莱昂哈德·普弗德尔
Johanna Goliszewski,乔安娜·格里斯威斯基
Jörg Damme,约尔格·达默
Josche Zurwonne,约舍·兹沃涅
Jutta Weber (Schwimmerin),尤塔·韦伯
Joseph Wenzel (Fürstenberg-Stühlingen),約瑟夫·文策爾·(菲斯滕貝格)
Johannes Thomas (Ruderer),约翰内斯·托马斯
Lutz Goessing,路德维希·格辛
Klaus Zähringer,克劳斯·策林格
Kai Schäfer,卡伊·舍费尔
Jürgen Wiefel,于尔根·维费尔
Jörg Dießner,约尔格·迪斯纳
Jörg Friedrich (Ruderer),约尔格·弗里德里希·(赛艇运动员)
Jutta Nardenbach,尤塔·纳登巴赫
Patricia Ott,帕特里夏·奥特
Jörg Puttlitz,约尔格·普特利茨
Julia Zwehl,尤利娅·茨韦尔
Tim Heubach,蒂姆·赫巴赫
Julian Korb,尤利安·科布
Kai Vogelsang,馮凱·(學者)
Karl-Heinz Lehmann (Judoka),卡尔-海因茨·莱曼
Karl-Heinz Lappe,卡爾軒斯·納比
Karl-Joachim Hürter,卡尔-约阿希姆·许尔特
Joseph (Fürstenberg-Stühlingen),約瑟夫·(菲斯滕貝格親王)
Karl-Heinz Danielowski,卡尔-海因茨·达尼洛夫斯基
Jürgen Litz,于尔根·利茨
Thomas Brandis,托馬斯·布蘭迪斯
Tobias Schilk,托比亞斯·席爾克
Jürgen Lehnert,于尔根·莱纳特
Josef Völk,约瑟夫·弗尔克
Roland Gäbler,罗兰·格布勒
Julius Kühn (Handballspieler),尤利乌斯·屈恩
Sabine Heß,扎比内·赫斯
Peter Kremtz,彼得·克雷姆茨
Jürgen Stock (Jurist),尤爾根·史托克
Jürgen Thiele,于尔根·蒂勒
Karl Engisch,卡尔·恩吉施
Karin Schnaase,卡琳·施纳泽
Karin Seick,卡琳·赛克
Karl Friedrich Wilhelm Wander,卡尔·弗里德里希·威廉·凡尔德
Karl Ludwig (Nassau-Saarbrücken),卡爾·路德維希·(拿騷-薩爾布魯根)
Robert Hartmann (Schiedsrichter),罗伯特·哈特曼·(足球裁判)
Karsten Finger,卡斯滕·芬格
Klaus-Dieter Ludwig,克劳斯-迪特尔·路德维希
Tim Broshog,提姆·布羅肖
Karsten Kohlhaas,卡斯滕·科尔哈斯
Katrin Kauschke,卡特琳·考施克
Karl Heinrich Kaufhold,卡尔·海因里希·考夫霍尔德
Norbert Walter-Borjans,诺贝特·瓦尔特-博尔扬斯
Vincenzo Grifo,温琴佐·格里福
Karl von Baden (General),卡爾王子·(巴登)
Klaus Jacob (Ruderer),克劳斯·雅各布
Katharina Otte,卡塔琳娜·奥特
Karl Schultz (Reiter),卡尔·舒尔茨·(运动员)
Klaus Kröppelien,克劳斯·克勒佩林
Katja Bornschein,卡特娅·博恩沙因
Silvia Siefert,西尔维娅·西费特
Sebastian Heilmann,韓博天
Manuela Goller,曼努埃拉·戈勒
Klaus Riekemann,克劳斯·里克曼
Mike Terranova,迈克·特拉诺瓦
Kira Walkenhorst,基拉·瓦尔肯霍斯特
Kiran Klaus Patel,基兰·克劳斯·帕特尔
Kerstin Müller (Ruderin),克斯廷·米勒
Klaus Zerta,克劳斯·策尔塔
Lars Klingbeil,拉尔斯·克林拜尔
Kristina Peters,克里斯蒂娜·彼得斯
Reinhard Wendemuth,赖因哈德·文德穆特
Kristina Richter,克里斯蒂娜·里希特
Wilhelm Weber (Turner),威廉·韦伯·(体操运动员)
Magdalena Schmidt (Turnerin),玛格达莱娜·施密特
Theo Reinhardt,特奥·赖因哈特
Lars Eidinger,拉爾斯·艾丁格
Kurt Czekalla,库尔特·切卡拉
Lena Lotzen,莱娜·洛岑
Laura Benkarth,劳拉·本卡特
Louis Hofmann,路易斯·霍夫曼
Kirsten Bruhn,基尔丝滕·布鲁恩
Lena Petermann,莱娜·彼得曼
Lou Scheper-Berkenkamp,卢·舍佩尔-贝肯坎普
Edgar Reinhardt,埃德加·赖因哈特
Manfred Haake,曼弗雷德·哈克
Titus Müller,提图斯·穆勒
Manfred Schneider (Ruderer),曼弗雷德·施奈德
Leonie Maier,莱奥妮·迈尔
Willi Herold,威利·赫罗德
Leopold Hoesch (Filmproduzent),萊奧波爾德·赫施
Albrecht Schuch,阿尔布雷希特·舒赫
Manuel Gräfe,曼努埃尔·格雷费
Linus Butt,利努斯·布特
Lisa Schmidla,莉萨·施米德拉
Manfred Ramminger,曼弗雷德·拉明格
Marcel Noebels,马塞尔·内贝尔斯
Marianne Noack,玛丽安娜·诺亚克
Liv Lisa Fries,丽芙·丽莎·弗里斯
"Johann Christoph Bach (Musiker, 1671)",约翰·克里斯托弗·巴赫
Wjatscheslaw Fjodorowitsch Muchanow,维亚切斯拉夫·穆哈诺夫
C418,C418
Marie-Laurence Jungfleisch,玛丽-劳伦斯·容格弗莱施
Marco Buschmann,馬可·布施曼
Martin Zylka,马丁·齐尔卡
Luise Zietz,露易丝·齐茨
Marc Rzatkowski,馬克·扎特科夫斯基
Max Emanuel Herzog in Bayern,马克斯·埃曼努埃尔·(巴伐利亚)
Marie Mävers,玛丽·梅费斯
Michael Holthaus,米夏埃尔·霍尔特豪斯
Maritta Bauerschmidt,玛丽塔·鲍尔施米特
Mark Kleinschmidt,马克·克莱因施密特
Lukas Kampa,盧卡斯·坎帕
Martina Proeber,马丁娜·普勒贝尔
Martina Hallmen,马丁娜·哈尔门
Margaret Carroux,瑪格麗特·卡魯
Margarete Bause,瑪格麗特·鮑斯
Martina Schwarz,马丁娜·施密特
Markus Schmidt (Schiedsrichter),马库斯·施密特·(足球裁判)
Moritz Müller (Eishockeyspieler),莫里茨·米勒
Michael Korstick,迈克尔·科斯蒂克
Max Schwenger,麦克斯·施文格尔
Lutz Unger,卢茨·翁格尔
Matthias Beller,马蒂亚斯·贝勒·(化学家)
Matthias Müller (Manager),馬蒂亞斯·繆勒·(企業家)
Michael Obst (Ruderer),米夏埃尔·奥布斯特
Matthias Politycki,马蒂亚斯·波利蒂基
Matthias Ungemach,马蒂亚斯·翁格马赫
Michael Krieter,米夏埃尔·克里特
Melanie Huml,梅拉妮·胡姆尔
Maximilian Egon zu Fürstenberg,马克西米利安·埃贡·(菲斯滕贝格)
Max Markgraf von Baden,巴登藩侯馬克西米利安
Michael Wolf (Fotograf),米高·吳爾夫
Michael Wesely,邁克爾·威斯利
Melanie Leupolz,梅拉妮·洛伊波尔茨
Matthias Hahn,马蒂亚斯·哈恩
Max Ludwig (Bobfahrer),马克斯·路德维希
Mike Möllensiep,米克·默伦西普
Nikolaus Leopold Heinrich zu Salm-Salm,尼庫勞斯·利奧波德·薩爾姆-薩爾姆
Nina George,妮娜·乔治
Oliver Roth (Badminton),奥利弗·罗斯
Nicolas Jacobi,尼古拉斯·雅各比
Monika Kallies,莫妮卡·卡利斯
Eberhard Weise (Bobfahrer),埃伯哈德·魏泽
Mike Fuhrig,米凯·富里希
Judith Welf,巴伐利亞的茱蒂絲·(1100-1130)
Gustav-Adolf Moths,古斯塔夫·莫茨
Mario Hoyer,马里奥·霍耶
Oliver Kurtz,奥利弗·库尔茨
Michael-Benedikt von Sachsen-Weimar-Eisenach,米夏埃尔-本尼迪克特·(萨克森-魏玛-艾森纳赫)
Michael Albrecht (Politiker),邁克爾·阿爾布雷希特
Michael Andrei,麥克·安德雷
Peter Hegemann,彼得·黑格曼
Otto Rothe,奥托·罗特
Paul Jaeschke,叶世克
Philipp Buhl,菲利普·布爾
Paul Lange (Kanute),保罗·朗格
Paul Ripke,保羅·瑞普克
Phillipp Steinhart,菲利普·施泰因哈特
Paula Beer,葆拉·贝尔
Patrick Platins,派屈克·普拉廷斯
Patrick Wiencek,帕特里克·温策克
Patrick Ziegler,帕特里克·齊格勒
Peter Luther (Reiter),彼得·路德
Stephan Weil,斯特凡·魏尔
Adelheid zu Schaumburg-Lippe,紹姆堡-利珀的阿德海德·(1875-1971)
Dorothea von Dänemark (1546–1617),丹麥的多蘿西亞·(1546-1617)
Patricia Flor,傅融
Thomas Pledl,托馬斯·普萊德爾
Johannes Geis,约翰内斯·盖斯
Patrick Franziska,派翠克·法蘭茲卡
Peter Immesberger,彼得·伊梅斯贝格尔
Per Fischer,斐培谊
Peter Hofmann (Handballspieler),彼得·霍夫曼
Peter Bares,皮特·巴雷斯
Peter Kersten (Ruderer),彼得·克斯滕
Red Skull,紅骷髏
Peter Randt,彼得·兰特
Peter Klasen,彼得·克拉森
Raimund Hörmann,雷蒙德·赫尔曼
Peter Ording,彼得·奥尔丁
Peter Niehusen,彼得·尼胡森
Birgit Fischer (Kanutin),比吉特·費雪
Ralf Ehrenbrink,拉尔夫·埃伦布林克
Robert Nippoldt,羅伯特·尼珀德
Peter Wohlleben,彼得·渥雷本
Renate Rudolph,雷娜特·鲁道夫
Ralf R. Ollertz,拉尔夫·日·奥勒茨
Rolf Berthold,罗尔夫·贝特霍尔德
Robert Gerwarth,羅伯·葛沃斯
Petra Damm,彼得拉·达姆
Roland Maywald,羅蘭·梅瓦爾德
Roland Kostulski,罗兰·科斯图尔斯基
Petra Zindler,彼得拉·青德勒
Petra Uhlig,彼得拉·乌利希
Ricardo Walther,理卡多·沃爾瑟
Richard Ackerschott,理查德·阿克斯绍特
Renate Breuer (Kanutin),雷娜特·布罗伊尔
Siegfried Schneider (Volleyballspieler),西格弗里德·施奈德
Rüdiger Kunze,吕迪格·孔策
Werner Marcks,维尔纳·马克斯
Sabine Dabringhaus,達素彬
Roland Breitenbach,罗兰·布莱腾巴赫
Rolf Mützenich,羅爾夫·穆岑尼奇
Richard Klein (Künstler),理夏德·克莱因
Sandra Marinello,桑德拉·马里涅罗
Richard Korherr,理夏德·科赫尔
Rudolf Hamburger,鲁道夫·汉堡
Theodor Maunz,希羅多·毛茲
Petra Grabowski,彼得拉·格拉博夫斯基
Rolf Schmid (Chemiker),罗尔夫·施密特
Rolf Jobst,罗尔夫·约布斯特
Petra Priemer,彼得拉·普里默
Wilferd Madelung,威尔弗雷德·马德隆
Sascha Traut,萨沙·特劳特
Steffi Kriegerstein,施特菲·克里格施泰因
Sigrid Landgraf,西格丽德·兰德格拉夫
Stephanie Gaumnitz,斯特凡妮·高姆尼茨
Ronald Reng,罗纳德·灵
Thomas Gunst,托马斯·贡斯特
"Sebastian Fischer (Schauspieler, 1928)",塞巴斯蒂安·菲舍尔
Sebastian Haupt (Skeletonpilot),塞巴斯蒂安·豪普特
Thomas Adler,托马斯·阿德勒
Rozalia Husti,罗扎利娅·胡斯蒂
Alexandra Viktoria von Schleswig-Holstein-Sonderburg-Glücksburg,亞歷山德拉·維多利亞·(什勒斯維希-霍爾斯坦-森訥堡-格呂克斯堡)
