stefano cerioni,스테파노 체리오니,seutepano cerioni
pietro ragusa,피에트로 라구사,pieteuro ragusa
paolo ruffilli,파올로 루필리,paolro rupilri
ortensio zecchino,오르텐시오 체키노,oreutensio cekino
paolo tramezzani,파올로 트라메차니,paolro teuramecani
monica maggioni,모니카 마조니,monika majoni
paolo taggi,파올로 타지,paolro taji
paolo ziliani,파올로 칠리아니,paolro cilriani
renato rutigliano,레나토 루틸리아노,renato rutilriano
pina picierno,피나 피치에르노,pina piciereuno
pasquale anselmo,파스콸레 안셀모,paseukwalre anselmo
roberto russo,로베르토 루소,robereuto ruso
roberto savarese,로베르토 사바레세,robereuto sabarese
patrizia pellegrino,패트리시아 펠레그리노,paeteurisia pelregeurino
roberto serra,로베르토 세라,robereuto sera
roby facchinetti,로비 파키네티,robi pakineti
pippo barzizza,피포 바르치차,pipo bareucica
roberto tremelloni,로베르토 트레멜로니,robereuto teuremelroni
paola bizzarri,파올라 비자리,paolra bijari
patrizia valduga,파트리치아 발두가,pateuricia balduga
patrizia scianca,파트리치아 시앙카,pateuricia siangka
patrizio rispo,파트리치오 리스포,pateuricio riseupo
paola comencini,파올라 코멘치니,paolra komencini
rocco sabelli,로코 사벨리,roko sabelri
riccardo leonelli,리카르도 레오넬리,rikareudo reonelri
primo germano,프리모 제르마노,peurimo jereumano
peppe zarbo,페페 차르보,pepe careubo
nikol' gosvijani,니콜 고스비아니,nikol goseubiani
riccardo pallottini,리카르도 팔로티니,rikareudo palrotini
rodolfo morandi,로돌포 모란디,rodolpo morandi
rocco salomone,로코 살로모네,roko salromone
rodolfo baldini,로돌포 발디니,rodolpo baldini
rodolfo sonego,로돌포 소네고,rodolpo sonego
riccardo polizzy carbonelli,리카르도 폴리치 카르보넬리,rikareudo polrici kareubonelri
pier paolo capponi,피에르 파올로 카포니,piereu paolro kaponi
selvaggia lucarelli,셀바자 루카렐리,selbaja rukarelri
selvaggia quattrini,셀바자 콰트리니,selbaja kwateurini
serena autieri,세레나 아우티에리,serena autieri
serafino murri,세라피노 무리,serapino muri
piera aiello,피에라 아이엘로,piera aielro
serena clerici,세레나 클레리치,serena keulrerici
piercamillo davigo,피에르카밀로 다비고,piereukamilro dabigo
roberta bruzzone,로베르타 브루초네,robereuta beurucone
stefano feltri,스테파노 펠트리,seutepano pelteuri
stefano folli,스테파노 폴리,seutepano polri
roberto bisacco,로베르토 비사코,robereuto bisako
sergio nazzaro,세르조 나차로,sereujo nacaro
stefano paleari,스테파노 팔레아리,seutepano palreari
ramona badescu,라모나 버데스쿠,ramona beodeseuku
roberto casati,로베르토 카사티,robereuto kasati
sergio pierattini,세르조 피에라티니,sereujo pieratini
sergio staino,세르조 스타이노,sereujo seutaino
umberto mozzato,움베르토 모차토,umbereuto mocato
umberto terracini,움베르토 테라치니,umbereuto teracini
umberto tupini,움베르토 투피니,umbereuto tupini
steno marcegaglia,스테노 마르체갈리아,seuteno mareucegalria
valentina bisti,발렌티나 비스티,balrentina biseuti
valentina giacinti,발렌티나 자친티,balrentina jacinti
sabino cassese,사비노 카세세,sabino kasese
roberto frontali,로베르토 프론탈리,robereuto peurontalri
silvia toffanin,실비아 토파닌,silbia topanin
valentino picone,발렌티노 피코네,balrentino pikone
teo mammucari,테오 맘무카리,teo mammukari
teo teocoli,테오 테오콜리,teo teokolri
valerio zanone,발레리오 차노네,balrerio canone
salvatore lauricella,살바토레 라우리첼라,salbatore rauricelra
valerio onida,발레리오 오니다,balrerio onida
roberto missiroli,로베르토 미시롤리,robereuto misirolri
thayaht,타이아트,taiateu
tiberio timperi,티베리오 팀페리,tiberio timperi
silvio viale,실비오 비알레,silbio bialre
vittorio zecchin,비토리오 체킨,bitorio cekin
simona marchini,시모나 마르키니,simona mareukini
tiziana panella,티치아나 파넬라,ticiana panelra
salvatore piscicelli,살바토레 피시첼리,salbatore pisicelri
salvatore valitutti,살바토레 발리투티,salbatore balrituti
simona borioni,시모나 보리오니,simona borioni
simone annicchiarico,시모네 안니키아리코,simone annikiariko
simone d'andrea,시몬도 안드레아,simondo andeurea
samanta piccinetti,사만타 피치네티,samanta picineti
sandro biasotti,산드로 비아소티,sandeuro biasoti
sandro gozi,산드로 고치,sandeuro goci
sandro giordano,산드로 지오다노,sandeuro jiodano
vincenzo desario,빈첸초 데사리오,bincenco desario
walter fasano,월터 파사노,weolteo pasano
tommaso ragno,토마소 라그노,tomaso rageuno
sophia lombardo,소피아 롬바르도,sopia rombareudo
vincenzo barone,빈첸초 바로네,bincenco barone
tonino accolla,토니노 아콜라,tonino akolra
topazia alliata,토파치아 알리아타,topacia alriata
wladimiro calarese,블라디미로 칼라레세,beulradimiro kalrarese
vincenzo mastropirro,빈첸초 마스트로피로,bincenco maseuteuropiro
claudia giovine,클라우디아 조비네,keulraudia jobine
claudia romani,클라우디아 로마니,keulraudia romani
ubaldo ragona,우발도 라고나,ubaldo ragona
stefano chiodaroli,스테파노 키오다롤리,seutepano kiodarolri
simone ganz,시모네 간츠,simone ganceu
harry riccobene,해리 리코베네,haeri rikobene
vinicio diamanti,비니시오 디아만티,binisio diamanti
virgilio riento,비르질리오 리엔토,bireujilrio riento
oleg marshev,올레크 마르셰프,olrekeu mareusyepeu
virginia balistrieri,비르지니아 발리스트리에리,bireujinia balriseuteurieri
virginio merola,비르지니오 메롤라,bireujinio merolra
renato accorinti,레나토 아코린티,renato akorinti
daniele rustioni,다니엘레 루스티오니,danielre ruseutioni
nicole trunfio,니콜 트런피오,nikol teureonpio
umberto contarello,움베르토 콘타렐로,umbereuto kontarelro
lorenzo quinn,로렌초 퀸,rorenco kwin
lorenzo regazzo,로렌초 레가초,rorenco regaco
frederic fasano,프레데릭 파사노,peurederig pasano
edoardo blondett,에도아르도 블론데트,edoareudo beulrondeteu
francesca fialdini,프란체스카 피알디니,peuranceseuka pialdini
enzo martinelli,엔조 마르티넬리,enjo mareutinelri
alberto gerbo,알베르토 제르보,albereuto jereubo
john stanfa,존 스탄파,jon seutanpa
aldo bertocci,알도 베르토치,aldo bereutoci
excella gionne,엑셀라 기온네,egselra gionne
joey lamotta,조이 러모타,joi reomota
vittorio corona,비토리오 코로나,bitorio korona
enzo ungari,엔조 웅가리,enjo unggari
vittorio grevi,비토리오 그레비,bitorio geurebi
nico vascellari,니코 바셸라리,niko basyelrari
giovanni malagò,조반니 말라고,jobanni malrago
lisa alborghetti,리사 알보르게티,risa alboreugeti
alice edun,앨리스 에둔,aelriseu edun
vittorio marsiglia,비토리오 마르실리아,bitorio mareusilria
lorenzo caccialanza,로렌초 카찰란차,rorenco kacalranca
andrea causin,안드레아 카우신,andeurea kausin
filippo lombardi,필리포 롬바르디,pilripo rombareudi
luca tremolada,루카 트레몰라다,ruka teuremolrada
argeo quadri,아르제오 콰드리,areujeo kwadeuri
apollo granforte,아폴로 그란포르테,apolro geuranporeute
simone malusà,시모네 말루사,simone malrusa
riccardo bocalon,리카르도 보칼론,rikareudo bokalron
giacomo mantovani,자코모 만토바니,jakomo mantobani
vinicio paladini,비니초 팔라디니,binico palradini
giorgia motta,조르자 모타,joreuja mota
bruno premiani,브루노 프레미아니,beuruno peuremiani
bruno tonioli,브루노 토니올리,beuruno toniolri
mariángela bonanni,마리앙헬라 보나니,marianghelra bonani
giovanni ciccotti,조반니 치코티,jobanni cikoti
massimiliano busellato,마시밀리아노 부셀라토,masimilriano buselrato
russell bufalino,러셀 버팔리노,reosel beopalrino
carlo rossetti,카를로 로세티,kareulro roseti
stefano pettinari,스테파노 페티나리,seutepano petinari
matteo lanzoni,마테오 란초니,mateo ranconi
cecilia salvai,체칠리아 살바이,cecilria salbai
giuseppe modesti,주세페 모데스티,jusepe modeseuti
maurizio benini,마우리치오 베니니,mauricio benini
monica cirinnà,모니카 치린나,monika cirinna
maurizio serra,마우리치오 세라,mauricio sera
mauro farina,마우로 파리나,mauro parina
miroslav košuta,미로슬라우 코슈타,miroseulrau kosyuta
ennio zanini,엔니오 자니니,ennio janini
laurent gelmetti,로랑 젤메티,rorang jelmeti
todd incantalupo,토드 인칸탈루포,todeu inkantalrupo
maurizio martina,마우리치오 마르티나,mauricio mareutina
cristina sciolla,크리스티나 시올라,keuriseutina siolra
vasco campagnano,바스코 캄파냐노,baseuko kampanyano
dario nardella,다리오 나르델라,dario nareudelra
stefania cella,스테파니 아셀라,seutepani aselra
danilo toninelli,다닐로 토니넬리,danilro toninelri
paolo marcellini,파올로 마르첼리니,paolro mareucelrini
elena cucci,엘레나 퀴치,elrena kwici
wladimiro ganzarolli,블라디미로 간차롤리,beulradimiro gancarolri
william cutolo,윌리엄 쿠톨로,wilrieom kutolro
flavia cacace,플라비아 카카체,peulrabia kakace
matteo richetti,마테오 리케티,mateo riketi
miriam dalmazio,미리암 달마치오,miriam dalmacio
valeria mancinelli,발레리아 만치넬리,balreria mancinelri
matteo orfini,마테오 오르피니,mateo oreupini
simona bonafè,시모나 보나페,simona bonape
alessandra pescosta,알레산드라 페스코스타,alresandeura peseukoseuta
riccardo fraccaro,리카르도 프라카로,rikareudo peurakaro
maria chiara carrozza,마리아 키아라 카로차,maria kiara karoca
giulia sergas,줄리아 세르가스,julria sereugaseu
antonio manetti,안토니오 마네티,antonio maneti
marco manetti,마르코 마네티,mareuko maneti
carlo calenda,카를로 칼렌다,kareulro kalrenda
cesare vianello,체사레 비아넬로,cesare bianelro
miriam cominelli,미리암 코미넬리,miriam kominelri
davide pioggia,다비데 피오자,dabide pioja
umberto germano,움베르토 제르마노,umbereuto jereumano
nicola giuliano,니콜라 줄리아노,nikolra julriano
francesco acquaroli,프란체스코 아콰롤리,peuranceseuko akwarolri
marco armellino,마르코 아르멜리노,mareuko areumelrino
caterina chinnici,카테리나 킨니치,katerina kinnici
achille gavoglio,아킬레 가볼리오,akilre gabolrio
andrea tabanelli,안드레아 타바넬리,andeurea tabanelri
aura rolenzetti,오라 롤렌제티,ora rolrenjeti
myriam sylla,미리암 실라,miriam silra
donatella agostinelli,도나텔라 아고스티넬리,donatelra agoseutinelri
antonella anedda,안토넬라 아네다,antonelra aneda
heinrich forer,하인리히 포러,hainrihi poreo
davide formolo,다비데 포르몰로,dabide poreumolro
massimo banzi,마시모 반지,masimo banji
andrea braides,안드레아 브라이데스,andeurea beuraideseu
andrea prat,안드레아 프랫,andeurea peuraes
alessia rotta,알레시아 로타,alresia rota
alfonso bonafede,알폰소 보나페데,alponso bonapede
giuseppe buttazzo,주세페 부타초,jusepe butaco
alida ferrarini,알리다 페라리니,alrida perarini
alberto bettiol,알베르토 베티올,albereuto betiol
andrea zalone,안드레아 찰로네,andeurea calrone
alia guagni,알리아 구아니,alria guani
marcello pittella,마르첼로 피텔라,mareucelro pitelra
giulia arena,줄리아 아레나,julria arena
lilian tintori,릴리안 틴토리,rilrian tintori
anna ascani,안나 아스카니,anna aseukani
diego zardini,디에고 차르디니,diego careudini
massimo egidi,마시모 에지디,masimo ejidi
mariana mazzucato,마리아나 마추카토,mariana macukato
duilio giammaria,두일리오 잠마리아,duilrio jammaria
domenico tuccillo,도메니코 투칠로,domeniko tucilro
umberto zannier,움베르토 찬니에르,umbereuto canniereu
domenico pittella,도메니코 피텔라,domeniko pitelra
giogiò franchini,지오지오 프란키니,jiojio peurankini
enrico bagnoli,엔리코 바뇰리,enriko banyolri
daniele messina,다니엘레 메시나,danielre mesina
gian marco centinaio,잔 마르코 센티나이오,jan mareuko sentinaio
agostino mancinelli,아고스티노 만치넬리,agoseutino mancinelri
filippo scaglia,필리포 스칼리아,pilripo seukalria
brando pacitto,브란도 파치토,beurando pacito
erasmo palazzotto,에라스모 팔라초토,eraseumo palracoto
carlo cottarelli,카를로 코타렐리,kareulro kotarelri
lorenzo saccaggi,로렌초 스카지,rorenco seukaji
fabio rampelli,파비오 람펠리,pabio rampelri
chiara gribaudo,키아라 그리바우도,kiara geuribaudo
federico dincà,페데리코 딩카,pederiko dingka
nunzia catalfo,눈치아 카탈포,nuncia katalpo
michele bravi,미켈레 브라비,mikelre beurabi
ferruccio giannini,페루초 잔니니,peruco jannini
fabiana dadone,파비아나 다도네,pabiana dadone
elena carnevali,엘레나 카르네발리,elrena kareunebalri
claudio borghi,클라우디오 보르기,keulraudio boreugi
simona malpezzi,시모나 말페치,simona malpeci
valerio rosseti,발레리오 로세티,balrerio roseti
elisabetta gualmini,엘리사베타 괄미니,elrisabeta gwalmini
fulvio martusciello,풀비오 마르투시엘로,pulbio mareutusielro
piernicola pedicini,피에르니콜라 페디치니,piereunikolra pedicini
laura agea,라우라 아제아,raura ajea
tiziana beghin,티치아나 베긴,ticiana begin
dario tamburrano,다리오 탐부라노,dario tamburano
stefano miccolis,스테파노 미콜리스,seutepano mikolriseu
roberto marcora,로베르토 마르코라,robereuto mareukora
franco pistoni,프랑코 피스토니,peurangko piseutoni
ugo zampetti,우고 참페티,ugo campeti
michele criscitiello,미켈레 크리스치티엘로,mikelre keuriseucitielro
giampaolo letta,잠파올로 레타,jampaolro reta
gennaro matino,젠나로 마티노,jennaro matino
aroldo bellini,아롤도 벨리니,aroldo belrini
luca frusone,루카 프루소네,ruka peurusone
marco patuano,마르코 파투아노,mareuko patuano
gianni sofri,잔니 소프리,janni sopeuri
vincenzo tieri,빈첸초 티에리,bincenco tieri
maria adelaide raschini,마리아 아델라이데 라스키니,maria adelraide raseukini
luigi reitani,루이지 레이타니,ruiji reitani
pier paolo ottonello,피에르 파올로 오토넬로,piereu paolro otonelro
walter rizzetto,발테르 리체토,baltereu riceto
vincenzo cantiello,빈센조 칸티에로,binsenjo kantiero
giovanni avanti,조반니 아반티,jobanni abanti
marina salamon,마리나 살라몬,marina salramon
giorgio vasta,조르조 바스타,joreujo baseuta
luca curatoli,루카 쿠라톨리,ruka kuratolri
giulia melidoni,줄리아 멜리도니,julria melridoni
giovanni sanga,조반니 상가,jobanni sangga
matteo biffoni,마테오 비포니,mateo biponi
piero messina,피에로 메시나,piero mesina
angelica moratelli,안젤리카 모라텔리,anjelrika moratelri
mia ceran,미아 체란,mia ceran
alessandro rugnone,알레산드로 루그논,alresandeuro rugeunon
