de_haŋkə	항케
ko_t͡ɕʰipʰan	치판
ko_ebeɾet͡ɕʰi	에베레치
ko_nɛdɛsin	내대신
ko_siɾiudʑɯmo	시리우즈모
ko_adʑuɾa	아주라
ko_tamuɾetʰɯ	다무레트
ko_posɯtʰin	보스틴
ko_pɯlloŋto	블롱도
ko_pʰoɾelli	포렐리
ko_telloŋke	델롱게
ko_pʰiʌsol	피어솔
ko_kaɾɯsel	가르셀
ko_kwaŋtu	광두
ko_saŋhan	상한
ko_hoŋnim	홍림
ko_juʌtʰɯ	유어트
ko_kusɯmotʰo	구스모토
ko_teɾanta	데란다
ko_tamekʰaɡe	다메카게
ko_kʰasɯtʰɛŋ	카스탱
ko_kuɾaapʰuaba	구라아푸아바
ko_oŋnjuɡjo	옥류교
ko_kjudʑi	규지
ko_aibanedʑɯ	아이바네즈
ko_t͡ɕunjʌp̚	준엽
ko_t͡ɕʌmiʌ	저미어
ko_kijamon	기야몬
ko_kʰɛpʰitʰol	캐피톨
ko_pʰeɾɯllebeɾɯkʰɯ	페를레베르크
ko_kipʰiusɯ	기피우스
ko_henikʰe	헤니케
ko_sɯkʰeɾɯbin	스케르빈
ko_tenkʰu	덴쿠
ko_kʰɯɾeosotʰɯ	크레오소트
ko_siama	시아마
ko_pidʑaɾi	비자리
ko_jʌŋpɛ	영배
ko_kankodʑi	간고지
ko_kanoasiɡun	가노아시군
ko_tɯɾaidɯn	드라이든
ko_kusiɾodʑʌŋ	구시로정
ko_aɡon	아곤
ko_toŋpok̚	동복
ko_kɛlli	갠리
ko_tʰompinsɯkʰi	톰빈스키
ko_sit͡ɕʰillia	시칠리아
ko_pisɯkʰaino	비스카이노
ko_sapʰaɾi	사파리
ko_pɛsɯ	배스
ko_loɡodʑino	로고지노
ko_sekʰiaɾolli	세키아롤리
ko_sjukʰut͡ɕʰi	슈쿠치
ko_t͡ɕoŋsam	종삼
ko_neisjʌnsɯ	네이션스
ko_kʰiɾesɯkʰu	키레스쿠
ko_panilkamt͡ɕʌŋ	반일감정
ko_tiɾɛk̚	디랙
ko_t͡ɕʰeɾɯbi	체르비
ko_sanjaŋ	사냥
ko_japʰe	야페
ko_laitʰɯsjusɯtʰʌ	라이트슈스터
ko_ajaɡawadʑʌŋ	아야가와정
ko_tiano	디아노
ko_amadu	아마두
ko_seini	세이니
ko_lʌnti	런디
ko_pʰit͡ɕʰoɾɯno	피초르노
ko_ihʌ	이허
ko_pʰenkʰɯɾan	펜크란
ko_pasjanopʰɯsɯkʰi	바샤노프스키
ko_hjʌnjʌŋ	현영
ko_t͡ɕokʰit͡ɕʰi	조키치
ko_leona	레오나
ko_sɯtʰonhausɯ	스톤하우스
ko_luol	루올
ko_ɛswi	애쉬
ko_pʰaɾino	파리노
ko_t͡ɕʰuŋmau	충마우
ko_loheɾɯ	로헤르
ko_tainʌmo	다이너모
ko_t͡ɕʰekʰallopʰɯ	체칼로프
ko_komomodʑono	고모모조노
ko_kʰont͡ɕʰa	콘차
ko_ledɯbil	레드빌
ko_kjodʑʌŋ	교정
ko_habeɾɯllantʰɯ	하베를란트
ko_padiŋ	바딩
ko_t͡ɕeɾu	제루
ko_pallokʰo	발로코
ko_pʰalledʑo	팔레조
ko_mɛkʰodɯ	매코드
ko_kʰatʰallaŋ	카탈랑
ko_midʑɯno	미즈노
ko_sehoŋ	세홍
ko_pent͡ɕi	벤지
ko_hjʌk̚k͈wʌn	혁권
ko_sellesɯtʰɯɾon	셀레스트론
ko_montʰepʰeɾantʰe	몬테페란테
ko_abenakʰidʑok̚	아베나키족
ko_tobeɾɯ	도베르
ko_t͡ɕaŋaŋtɯɾe	장앙드레
ko_mesɯkʰida	메스키다
ko_heoɾɯhina	헤오르히나
ko_simoʌ	시모어
ko_lodʑɯnpʌɡɯ	로즌버그
ko_ibankʰa	이반카
ko_juɡʌn	유건
ko_kausju	가우슈
ko_t͡ɕʰiŋ	칭
ko_pʌllin	벌린
ko_koenju	고엔유
ko_iadom	이아돔
ko_pɯɾidɯɡosɯ	브리드고스
ko_tʰalko	탈고
ko_kʰodɯsel	코드셀
ko_kʰonsɯtʰantʰin	콘스탄틴
ko_julliusɯ	율리우스
ko_kʰɯnupʰe	크누페
ko_pil	빌
ko_kebisɯ	게비스
ko_tʰeneɾipʰesʌm	테네리페섬
ko_kwanɯmt͡ɕʌn	관음전
ko_kʰɯɾisɯtʰaŋpal	크리스탕발
ko_soɾi	소리
ko_kas͈ɯsada	가쓰사다
ko_loŋmʌntɯ	록먼드
ko_usin	우신
ko_tʰimpallɛntɯ	팀발랜드
ko_tukʰaɾa	두카라
ko_mellija	멜리야
ko_pʰal	팔
ko_t͡ɕodʑepʰin	조제핀
ko_t͡ɕɛbʌl	재벌
ko_winsju	윈슈
ko_kosɯwel	고스웰
ko_asjuman	아슈만
ko_otʰakʰibʌn	오타키번
ko_kʰijopʰɯsɯkʰa	키요프스카
ko_t͡ɕoan	조안
ko_labinia	라비니아
ko_millʌt̚	밀럿
ko_akʰasija	아카시야
ko_hɛpʰi	해피
ko_kʌbinsɯ	거빈스
ko_saik̚	사익
ko_pɯɾenʌmʌn	브레너먼
ko_paiɾoitʰɯ	바이로이트
ko_saidi	사이디
ko_pesɯpʰadʑianu	베스파지아누
ko_pillaɾonka	빌라론가
ko_ɛnipʰɯllek̚s͈ɯ	애니플렉스
ko_aumeida	아우메이다
ko_sadamotʰo	사다모토
ko_amakʰusaɡun	아마쿠사군
ko_kʰapʰɯtʰan	카프탄
ko_mɛŋnaɾen	맥라렌
ko_t͡ɕinkʰaŋ	진캉
ko_maseda	마세다
ko_pʰeɾomek̚s͈ɯ	페로멕스
ko_moisesɯ	모이세스
ko_muɾillu	무릴루
ko_huŋt͡ɕɯ	훙즈
ko_at͡ɕʰellio	아첼리오
ko_njuboltɯ	뉴볼드
ko_sɯŋmu	승무
ko_pisot͡ɕʰɯkʰɯ	비소츠크
ko_pʰoɾɯtʰanoba	포르타노바
ko_kɯdʑeɡosi	그제고시
ko_altʰʌn	알턴
ko_aɾɯsitʰa	아르시타
ko_tesɯpʰio	데스피오
ko_tʰomitʰa	토미타
ko_pillat͡ɕʰidɯɾo	빌라치드로
ko_lʌntʌn	런던
ko_pɯɾaun	브라운
ko_pillʌsɯ	빌러스
ko_satʰowakʰi	사토와키
ko_t͡ɕɛɾjun	재륜
ko_weidʑe	웨이제
ko_wʌnt͡ɕun	원준
ko_pʰesɯtʰinjo	페스티뇨
ko_meibɯllin	메이블린
ko_eɾwʌdi	엘워디
ko_kʰɯllitʰeɾo	클리테로
ko_impʰasʌbɯl	임파서블
ko_adellina	아델리나
ko_lade	라데
ko_kʰampiaso	캄비아소
ko_kʰʌmni	컴리
ko_kʰabedʑa	카베자
ko_t͡ɕʰwedʑun	최준
ko_kʌnwei	건웨이
ko_latʰɯɾɯ	라트르
ko_pʰentʰaɡon	펜타곤
ko_sʌɾɛntʌn	서랜던
ko_nasɯtʰasja	나스타샤
ko_iduna	이두나
ko_sjubeɾiŋsollei	슈베링손레이
ko_t͡ɕoban	조반
ko_kʰaɾɯllotʰo	카를로토
ko_pʰolliusɯ	폴리우스
ko_sibodɯnja	시보드냐
ko_kʰaseɾɯtʰa	카세르타
ko_nedʑɯ	네즈
ko_sumakʰo	수마코
ko_pʰoɾotʰɛn	포로탠
ko_holt͡ɕɯwʌsɯ	홀즈워스
ko_pollin	볼린
ko_aɾilaŋ	아리랑
ko_hodʑʌŋ	호정
ko_insɯŋ	인승
ko_sɯkʰampʰitʰella	스캄피텔라
ko_t͡ɕɯi	즈이
ko_moŋtʰo	몽토
ko_wʌnsjuŋ	원슝
ko_kʰɯɾosɯtʰʌn	크로스턴
ko_ɛdʌmsɯtʰaun	애덤스타운
ko_t͡ɕʰok̚k͈un	촉군
ko_silpesɯtʰɯɾe	실베스트레
ko_pɛɡuk̚	배국
ko_iuɾa	이우라
ko_tʰɯɾemollada	트레몰라다
ko_ponetʰa	보네타
ko_tɯɾaɡo	드라고
ko_minisɯtʰop̚	미니스톱
ko_jullia	율리아
ko_kʰɛpʰitʰʌlsɯ	캐피털스
ko_t͡ɕɯdunsɯkʰa	즈둔스카
ko_lapʰi	라피
ko_t͡ɕʰailtɯ	차일드
ko_t͡ɕiodana	지오다나
ko_sjutʰukʰaɾɯtʰɯ	슈투카르트
ko_takʰio	다키오
ko_pelpʰoɾɯ	벨포르
ko_mwillʌsjutʰal	뮐러슈탈
ko_pʰadejeusɯ	파데예우스
ko_osetʰija	오세티야
ko_opʰit͡ɕʰɯ	오피츠
ko_leonopʰɯ	레오노프
ko_t͡ɕaŋtominikʰɯ	장도미니크
ko_elpedʌn	엘베던
ko_aŋhellikʰa	앙헬리카
ko_pallibaɾɯ	발리바르
ko_t͡ɕʰameɾɯ	차메르
ko_jʌŋto	영도
ko_tʰodibo	토디보
ko_saihodʑi	사이호지
ko_ioan	이오안
ko_t͡ɕʰʌnho	천호
ko_sjatʰopʰeɾɯ	샤토페르
ko_aiʌnsɯ	아이언스
ko_hjejʌŋ	혜영
ko_sɯtʰɛntisi	스탠디시
ko_kedina	게디나
ko_paba	바바
ko_liedeɾɯ	리에데르
ko_malkʰusɯ	말쿠스
ko_kisɯkʰe	기스케
ko_hullian	훌리안
ko_pek̚kʰi	벡키
ko_sjulleman	슐레만
ko_sinto	신도
ko_amansio	아만시오
ko_ladenkʰobit͡ɕʰi	라덴코비치
ko_pʰanhjʌn	판현
ko_minʌl	민얼
ko_nisidʑawa	니시자와
ko_kʰemeɾobo	케메로보
ko_kʰanenpeɾɯkʰɯ	카넨베르크
ko_kʰɯɾusɯpʰe	크루스페
ko_peɾesɯtʰikʰi	베레스티키
ko_odʑawa	오자와
ko_masamoɾi	마사모리
ko_hidʑinsɯkʰi	히진스키
ko_pʰɯllekʰosadɯ	플레코사드
ko_sʌɾoiʌn	서로이언
ko_t͡ɕahui	자후이
ko_meihju	메이휴
ko_mwinsɯtʰʌbʌɡɯ	뮌스터버그
ko_lapʰallwi	라팔뤼
ko_kʰasamadʑo	카사마조
ko_sjallamoŋtʰanju	샬라몽타뉴
ko_minsɯ	민스
ko_kʰoŋtoɾɯse	콩도르세
ko_montʰisello	몬티셀로
ko_asakʰuɾaɡun	아사쿠라군
ko_ellwe	엘뢰
ko_lebeɾon	레베론
ko_pʰuk̚s͈ɯbeɾɯɡʌ	푹스베르거
ko_seintʰɯ	세인트
ko_taŋjoŋhant͡ɕa	당용한자
ko_aiɾaɡun	아이라군
ko_poŋhun	봉훈
ko_t͡ɕʰaɾokʰa	차로카
ko_t͡ɕihjo	지효
ko_lipʰot͡ɕʰɯ	리포츠
ko_masimo	마시모
ko_juŋhui	융후이
ko_aŋnikʰɯ	앙니크
ko_it͡ɕʰiɡao	이치가오
ko_ɯŋjoŋ	응용
ko_kʰjahɯtʰa	캬흐타
ko_kʰase	카세
ko_manu	마누
ko_t͡ɕwillian	쥘리안
ko_nakʰɯwei	나크웨이
ko_pʰullu	풀루
ko_paɾadɯ	바라드
ko_kʰodaisɯ	코다이스
ko_eibisɯ	에이비스
ko_miɾantʰe	미란테
ko_meɾɯsie	메르시에
ko_kʰunt͡ɕʰɯ	쿤츠
ko_kɯnjʌŋ	근영
ko_t͡ɕ͈ɯt͡ɕʰi	쯔치
ko_t͡ɕʰainaupʰɯ	차이나우프
ko_tʰɯɾeiniŋ	트레이닝
ko_pʰuhol	푸홀
ko_mapʰɯl	마플
ko_jelt͡ɕʰin	옐친
ko_t͡ɕidoni	지도니
ko_ant͡ɕaɾju	안자류
ko_t͡ɕeŋka	젱가
ko_ɛsibʌntʰʌn	애시번턴
ko_put͡ɕʰekʰɯ	부체크
ko_tomekʰɯ	도메크
ko_masakʰas͈ɯ	마사카쓰
ko_hɛdɯllo	해들로
ko_eintʰɯ	에인트
ko_tini	디니
ko_t͡ɕaok̚	자옥
ko_lwesɯllʌ	뢰슬러
ko_kʰio	키오
ko_penaseɾapʰɯ	베나세라프
ko_t͡ɕɯweil	즈웨일
ko_tʰoɾino	토리노
ko_sjeidi	셰이디
ko_ɛmʌɾillo	애머릴로
ko_ankɯɾi	안그리
ko_pitʰullat͡ɕʰio	비툴라치오
ko_tɯpʰua	드푸아
ko_saiatʰɯ	사이아트
ko_kadʑɯakʰi	가즈아키
ko_santʰoɾɯ	산토르
ko_teidʑiɾo	데이지로
ko_sipʰɯtʰeɾɯ	시프테르
ko_peŋt͡ɕin	벵진
ko_tʰipʰet̚	티펫
ko_t͡ɕʰɯkʰo	츠코
ko_loɾent͡ɕɯ	로렌즈
ko_haulliŋ	하울링
ko_sɯtʰoɡwel	스톡웰
ko_antʰunɯsɯ	안투느스
ko_idʑʌk̚	이적
ko_t͡ɕellimkʰan	젤림칸
ko_kosɯpʰodɯ	고스포드
ko_inaɾi	이나리
ko_pweɾɯnʌ	뵈르너
ko_pellesɯ	벨레스
ko_maɾɯkʰosɯ	마르코스
ko_kasɯkʰon	가스콘
ko_t͡ɕʌŋse	정세
ko_sɯtʰamatʰi	스타마티
ko_puɾɯdi	부르디
ko_sipʰɯɾet̚	시프렛
ko_kʰesia	케시아
ko_maɾio	마리오
ko_isiuɾa	이시우라
ko_ullɯm	울름
ko_pesikʰɯ	베시크
ko_t͡ɕʰekʰallo	체칼로
ko_kʰoɾɯbellini	코르벨리니
ko_jusepʰɯ	유세프
ko_mɛkʰɯllɛnʌhɛn	매클래너핸
ko_tompɯɾopʰɯsɯkʰi	돔브로프스키
ko_kʰuɾuma	쿠루마
ko_pakʰal	바칼
ko_t͡ɕibekʰiŋ	지베킹
ko_matʰeasɯ	마테아스
ko_subisaɾetʰa	수비사레타
ko_alkʰasaɾɯ	알카사르
ko_siɡeakʰi	시게아키
ko_mimmo	밈모
ko_tʰotʰɯnʌm	토트넘
ko_kʰutʰo	쿠토
ko_letʰit͡ɕʰia	레티치아
ko_kʰononopʰɯ	코노노프
ko_t͡ɕʰesɯwik̚	체스윅
ko_inʌhopʰʌ	이너호퍼
ko_edʑalt͡ɕulli	에잘줄리
ko_pʰallapʰok̚s͈ɯ	팔라폭스
ko_mallaɡɯɾe	말라그레
ko_kʰobiŋhɛm	코빙햄
ko_nit͡ɕʰollo	니촐로
ko_umaɾopʰɯ	우마로프
ko_eidɯɾiʌnnɯ	에이드리언느
ko_pɯɾadesɯkʰu	브라데스쿠
ko_paʌt͡ɕʰi	바어치
ko_penini	베니니
ko_soŋo	송오
ko_hoŋkwʌn	홍권
ko_kʰɛntɯllaitʰɯ	캔들라이트
ko_nokʰa	노카
ko_hidemune	히데무네
ko_maitʰe	마이테
ko_sʌk̚pʰjʌn	석편
ko_wilsjʌ	윌셔
ko_pʰoɾɯtʰwine	포르튀네
ko_t͡ɕoŋnam	종남
ko_elt͡ɕɯbʌɡɯ	엘즈버그
ko_hawʌkʰiŋ	하워킹
ko_t͡ɕoɡan	조간
ko_pʰɯllusjenkʰo	플루셴코
ko_t͡ɕʰuntusʌn	춘두선
ko_okʰakʰa	오카카
ko_sillusaɾɯsɯkʰi	실루사르스키
ko_simmin	심민
ko_t͡ɕʰaŋkahakʰwe	창가학회
ko_pʰɯllaisjʌ	플라이셔
ko_mʌŋsɯ	멍스
ko_saŋkon	상곤
ko_junki	윤기
ko_laimni	라임니
ko_maɾɯɡojesɯ	마르고예스
ko_maɾɯɡeɾitʰa	마르게리타
ko_t͡ɕulla	줄라
ko_hello	헬로
ko_mosɯkʰo	모스코
ko_kʰampʰelli	캄펠리
ko_nikʰolla	니콜라
ko_paianu	바이아누
ko_tʰɛllʌntʰɯ	탤런트
ko_jaɾobenkʰo	야로벤코
ko_obet͡ɕʰikʰin	오베치킨
ko_meɾɯsi	메르시
ko_ek̚tʰʌ	엑터
ko_milkʰe	밀케
ko_osisun	오시순
ko_santʰa	산타
ko_miɾjudʑina	밀유지나
ko_paɡɯɾamian	바그라미안
ko_noɾɯ	노르
ko_nidekʰen	니데켄
ko_tɛɡʌnsʌn	대건선
ko_isidatʰe	이시다테
ko_pʰisjoŋ	피숑
ko_poŋjʌŋ	봉영
ko_simit̚	시밋
ko_kʰaɾatʰeodoɾi	카라테오도리
ko_tɛmjʌŋ	대명
ko_penebentʰo	베네벤토
ko_asɯnʌl	아스널
ko_soŋwʌl	송월
ko_nusɯbaum	누스바움
ko_kʰaninenpʌɡɯ	카니넨버그
ko_toɾisɯ	도리스
ko_kʰuk̚s͈ɯhapʰen	쿡스하펜
ko_kʰuneɾɯtʰɯ	쿠네르트
ko_elmaiɾa	엘마이라
ko_tʌbin	더빈
ko_pɯwadʑei	브와제이
ko_naijepʰɯsɯkʰi	나이예프스키
ko_peɾɯkʰel	베르켈
ko_pɯɾokʰi	브로키
ko_kjʌul	겨울
ko_pwetʰɯhʌ	뵈트허
ko_puatʰo	부아토
ko_tɯbɯdʑiaŋ	드브지앙
ko_pʰieɾino	피에리노
ko_lesɯtʰene	레스테네
ko_hjudʑʌn	휴전
ko_minsʌn	민선
ko_pʰeɾelman	페렐만
ko_sabal	사발
ko_laidʑɯdeil	라이즈데일
ko_kwadallupʰe	과달루페
ko_sawaɡatʰa	사와가타
ko_matʰeɾi	마테리
ko_poɾɯɡoɾatʰi	보르고라티
ko_maɾɯmadukʰɯ	마르마두크
ko_kwallin	관린
ko_pʰeɾumopʰɯ	페루모프
ko_sjullihitʰʌ	슐리히터
ko_onoma	오노마
ko_sɯɾelpʰol	스렐폴
ko_sɯpʰaibei	스파이베이
ko_kakʰutʰo	가쿠토
ko_sɯtʰɛbʌnau	스태버나우
ko_sjaibi	샤이비
ko_lɛpʰiʌl	래피얼
ko_kjʌŋhwa	경화
ko_pasauɾi	바사우리
ko_tʰɯɾikʰit̚	트리킷
ko_t͡ɕeɡo	제고
ko_pʰep̚s͈ikʰo	펩시코
ko_pʰʌk̚s͈ɯtʰʌn	퍽스턴
ko_willuŋ	윈룽
ko_motʰɯ	모트
ko_sʌŋpʰjʌŋsʌn	성평선
ko_kʰia	키아
ko_t͡ɕʰaŋsʌŋ	창성
ko_masakʰadʑɯ	마사카즈
ko_tɯɾot͡ɕʰi	드로치
ko_ellena	엘레나
ko_polt͡ɕʰit͡ɕʰi	볼치치
ko_swel	쉘
ko_haɾɯllopʰɯ	하를로프
ko_eɡon	에곤
ko_kɯɾinkadɯ	그린가드
ko_pʰalletʰa	팔레타
ko_josɯi	요스이
ko_imeɾɯsoŋ	이메르송
ko_tʰjenkʌ	톈거
ko_leɾɯt͡ɕʰunti	레르춘디
ko_pok̚k͈jun	복균
ko_alleɡɯɾi	알레그리
ko_aeɾomaɾɯ	아에로마르
ko_kuat͡ɕʰel	구아첼
ko_kʰapʰuɾɯso	카푸르소
ko_tanillu	다닐루
ko_lintʰɯnʌ	린트너
ko_eɾolpʰakʰi	에롤파키
ko_munhi	문희
ko_manpʰɯɾedini	만프레디니
ko_hedesɯhaim	헤데스하임
ko_haɡenpaɾɯtʰɯ	하겐바르트
ko_tʌllanʌɡa	덜라너가
ko_kʰei	케이
ko_sjana	샤나
ko_aillenpeɾɯkʰɯ	아일렌베르크
ko_tesɯkʰa	데스카
ko_teɾahaɾa	데라하라
ko_kɯɾimalto	그리말도
ko_maɾɯtʰinut͡ɕʰi	마르티누치
ko_tɯɾɛɡonpol	드래곤볼
ko_t͡ɕaŋnobeɾɯ	장로베르
ko_sjutʰihi	슈티히
ko_idʑuŋ	이중
ko_hant͡ɕei	한제이
ko_hiedeu	히에데우
ko_lusiusɯ	루시우스
ko_posakʰɯ	보사크
ko_siubeɾu	시우베루
ko_pʰʌpʰadɯ	퍼파드
ko_milpɯɾuk̚	밀브룩
ko_hwitʰiʌ	휘티어
ko_okʰa	오카
ko_seɡwin	세귄
ko_tenit̚	데닛
ko_ibɯn	이븐
ko_t͡ɕʰellio	첼리오
ko_hudʑikʰo	후지코
ko_niɾi	니리
ko_ledʑinʌltɯ	레지널드
ko_t͡ɕodʑipʰɯsɯn	조지프슨
ko_sint͡ɕuŋ	신중
ko_mak̚tʰɯ	막트
ko_aɾalasɯ	아라라스
ko_kʌpʰi	거피
ko_wikʰeɾɯmwinte	위케르뮌데
ko_montʰʌɡju	몬터규
ko_tʰɯɾua	트루아
ko_t͡ɕap̚s͈iŋ	잡싱
ko_ollibeja	올리베야
ko_antɯɾea	안드레아
ko_kɯnkap̚	근갑
ko_anitʰa	아니타
ko_matʰɯn	마튼
ko_koltɯman	골드만
ko_t͡ɕʰakʰɯɾabatʰi	차크라바티
ko_sjaɾɯpʰakʰɯ	샤르파크
ko_oɾelli	오렐리
ko_abɯllanedo	아블라네도
ko_pʰieɾi	피에리
ko_apʰɯɾɯmoŋ	아프르몽
ko_kʰodei	코데이
ko_ollasabal	올라사발
ko_tilloitʰɯ	딜로이트
ko_sʌnʌn	서넌
ko_eisɯkʰe	에이스케
ko_t͡ɕiŋt͡ɕɯ	징즈
ko_taulli	다울리
ko_tʰoŋpɯllen	통블렌
ko_poetʰi	보에티
ko_kibjʌŋ	기병
ko_pʰitʰʌsɯn	피터슨
ko_sontɯɾio	손드리오
ko_sawao	사와오
ko_kwaŋhi	광희
ko_kas͈ɯie	가쓰이에
ko_aɾiadɯne	아리아드네
ko_pʰejoŋ	페용
ko_pasoŋ	바송
ko_kɯɾiniŋ	그리닝
ko_pakʰeiɾo	바케이로
ko_hiɡinpotʰʌm	히긴보텀
ko_sɯwensɯn	스웬슨
ko_jadʑwi	야쥐
ko_aɡiaɾɯ	아기아르
ko_kaŋsʌn	강선
ko_pʰeɾisɯ	페리스
ko_hjeɾan	혜란
ko_paɾɯdʑit͡ɕa	바르지자
ko_pɛnpʰi	밴피
ko_kʰusɯtʰo	쿠스토
ko_tomasɯwapʰɯ	도마스와프
ko_kidɯnsɯ	기든스
ko_teba	데바
ko_aɡo	아고
ko_tʰakʰedʑai	타케자이
ko_esɯkʰada	에스카다
ko_kʰullio	쿨리오
ko_pɯɾimiŋtʰʌn	브리밍턴
ko_put͡ɕʰine	부치네
ko_lesɯmesɯ	레스메스
ko_alleɾona	알레로나
ko_kʰɛŋkʰʌkʰi	캥커키
ko_pat͡ɕʰiɡallupʰi	바치갈루피
ko_wʌnpin	원빈
ko_aɾɯnsjutʰatʰɯ	아른슈타트
ko_ɛŋkʰʌɾidʑi	앵커리지
ko_pjʌŋsuk̚	병숙
ko_kʰaɾilt͡ɕɯ	카릴즈
ko_ina	이나
ko_pɯɾat͡ɕʰano	브라차노
ko_sɯtʰibɯnsɯbil	스티븐스빌
ko_kʰotʰok̚	코톡
ko_kʰapʰollei	카폴레이
ko_kʰʌmnak̚	컴낙
ko_kantɯɾi	간드리
ko_kʰikʰʌ	키커
ko_pʰaiɾo	파이로
ko_t͡ɕʌnsihwe	전시회
ko_kʰʌl	컬
ko_simono	시모노
ko_kɯɾaneɾo	그라네로
ko_seuŋ	세웅
ko_tokʰju	도큐
ko_mukʰe	무케
ko_pʰeɾɯnantesɯ	페르난데스
ko_ekʰuni	에쿠니
ko_aiakʰokʰa	아이아코카
ko_pʰapʰallaɾɯdo	파팔라르도
ko_maɾat͡ɕʰa	마라차
ko_pɯɾunu	브루누
ko_jamadʑa	야마자
ko_alsietʰina	알시에티나
ko_t͡ɕʰaia	차이아
ko_kʌsɯtʰʌn	거스턴
ko_kʰodʑumel	코주멜
ko_t͡ɕʰʌŋt͡ɕʰausʌm	청차우섬
ko_aditasɯ	아디다스
ko_sɯkʰatʰini	스카티니
ko_hunt͡ɕɛ	훈재
ko_tʰɛk̚t͡ɕʰʌn	택천
ko_polhaɾɯtʰɯ	볼하르트
ko_kɯɾabopʰɯsɯkʰi	그라보프스키
ko_sjeɾɯpʰioŋ	셰르피옹
ko_tʰodi	토디
ko_kɛt͡ɕʰʌk̚s͈a	개척사
ko_oɾehobodʑujebo	오레호보주예보
ko_jaudai	야우다이
ko_pʰaɾɯtʰikʰa	파르티카
ko_otʰone	오토네
ko_munsuk̚	문숙
ko_mit͡ɕʰisei	미치세이
ko_inawasiɾoho	이나와시로호
ko_pʰaɾoa	파로아
ko_mabɯlhedɯ	마블헤드
ko_tasaɾi	다사리
ko_kɯmmin	금민
ko_pʰoɡʌtʰi	포거티
ko_eidʑi	에이지
ko_kampoɾena	감보레나
ko_t͡ɕ͈uŋiŋ	쭝잉
ko_kadena	가데나
ko_sjeɾidɯn	셰리든
ko_hjʌllan	현란
ko_t͡ɕʰinwidɛ	친위대
ko_kʰunja	쿠냐
ko_tonʌboɾɯn	도너보른
ko_limsɯ	림스
ko_tʰɛɡwʌnto	태권도
ko_mauntʰɯbɛtʰɯn	마운트배튼
ko_tʰoɾisima	토리시마
ko_sint͡ɕʰosja	신초샤
ko_ojaɾɯsabal	오야르사발
ko_mis͈ɯsada	미쓰사다
ko_jakʰima	야키마
ko_sabino	사비노
ko_tʰalliɛŋ	탈리앵
ko_sakʰaidʑʌŋ	사카이정
ko_mɛk̚tʰiʌnʌn	맥티어넌
ko_sakʰuɾada	사쿠라다
ko_nuɾɯmaɡomedopʰɯ	누르마고메도프
ko_sjumahʌ	슈마허
ko_iɾuletʰa	이루레타
ko_hotʰɯ	호트
ko_ipʰit͡ɕʰʌ	이피처
ko_poɾɯtʰiɡalli	보르티갈리
ko_tʰɛdʑʌŋtɛsin	태정대신
ko_nakʰadʑo	나카조
ko_pasɯtʰiaŋtʰiɾi	바스티앙티리
ko_silken	실겐
ko_hawi	하위
ko_ipʰiŋ	이핑
ko_lʌntʰʌn	런턴
ko_kolliat̚	골리앗
ko_maɾɯno	마르노
ko_paɡɯmanoba	바그마노바
ko_jakʰusjepʰɯ	야쿠셰프
ko_nakʰamit͡ɕʰi	나카미치
ko_kʰɯɾopʰʌ	크로퍼
ko_pautʰasaɾɯ	바우타사르
ko_t͡ɕʰikʰɯllisɯ	치클리스
ko_mediamaakʰɯtʰɯ	메디아마아크트
ko_keɾɯllihi	게를리히
ko_amadeo	아마데오
ko_t͡ɕɛɾo	재로
ko_pʰiaset͡ɕʰɯkʰi	피아세츠키
ko_madʑesɯtʰik̚	마제스틱
ko_anikʰa	아니카
ko_inkʰantʰallupʰo	인칸탈루포
ko_saŋsuk̚	상숙
ko_t͡ɕʰajʌn	차연
ko_pʰaut͡ɕʰɯ	파우츠
ko_moɾɯtʰɯ	모르트
ko_misɯtʰɯɾal	미스트랄
ko_lidʑinhjʌn	리진현
ko_peipʰiltɯ	베이필드
ko_kʰʌminsɯ	커민스
ko_loɡinsɯ	로긴스
ko_lasɯllo	라슬로
ko_jʌdʑa	여자
ko_ljoɡa	료가
ko_abitʰɯbol	아비트볼
ko_akʰimit͡ɕʰɯ	아키미츠
ko_kʰɯɾabeɾo	크라베로
ko_haidellaihi	하이덴라이히
ko_tɛbɯnpʰotʰɯ	대븐포트
ko_labal	라발
ko_tukʰen	두켄
ko_pʰieɾut͡ɕʰi	피에루치
ko_pʰɯɾant͡ɕʰɯbeno	프란츠베노
ko_maikʰopʰɯ	마이코프
ko_emʌɾihi	에머리히
ko_moɾeno	모레노
ko_t͡ɕʰoɾɯllano	초를라노
ko_weikʰɯmedɯ	웨이크메드
ko_libakʰopʰɯ	리바코프
ko_tjupʰoŋ	듀퐁
ko_t͡ɕakʰudʑi	자쿠지
ko_pohosiebit͡ɕʰi	보호시에비치
ko_sɯkʰaɾit̚	스카릿
ko_swepʰɯswedɯ	쉐프쉐드
ko_eɡeɾɯtʰɯ	에게르트
ko_sɯtʰɛlliʌn	스탤리언
ko_otʰiŋjaŋ	오팅양
ko_siɾui	시루이
ko_osakʰidʑʌŋ	오사키정
ko_epʰiŋ	에핑
ko_sampʰedɯɾo	삼페드로
ko_nitʰaɡun	니타군
ko_pʰwelkʰisjʌ	푈키셔
ko_joana	요아나
ko_minamiuwaɡun	미나미우와군
ko_pellabia	벨라비아
ko_lesɯlliŋ	레슬링
