angela,앙겔라,anggelra
schlichter,슐리히터,syulrihiteo
norpoth,노르포트,noreupoteu
kebekus,케베쿠스,kebekuseu
karstens,카르스텐스,kareuseutenseu
kühnhackl,퀸하클,kwinhakeul
annkatrin,안카트린,ankateurin
albertz,알베르츠,albereuceu
hausegger,하우제거,haujegeo
weckmann,베크만,bekeuman
schroyder,슈로더,syurodeo
zuck,추크,cukeu
thurau,투라우,turau
dariusz,다리우시,dariusi
michalczewski,미할체프스키,mihalcepeuseuki
krampe,크램프,keuraempeu
kramme,크라메,keurame
herberts,헤르베르츠,hereubereuceu
vasiļjevs,바실레우스,basilreuseu
trenker,트렌커,teurenkeo
dikiciyan,헴,hem
thalheim,탈하임,talhaim
hübinger,휘빙거,hwibinggeo
bendlin,벤들린,bendeulrin
almut,알무트,almuteu
willingmann,빌링만,bilringman
bertold,베르톨드,bereutoldeu
hummel,훔멜,hummel
grotheer,그로터,geuroteo
kaminski,카민스키,kaminseuki
oesterreich,외스테라이히,oeseuteraihi
kurrat,쿠라트,kurateu
tschenscher,첸셔,censyeo
ascher,애처,aeceo
filbinger,필빙거,pilbinggeo
montanaro,몬타나로,montanaro
ștefănescu,슈테퍼네스쿠,syutepeoneseuku
schweringsohnrey,슈베링손레이,syuberingsonrei
mönikes,뫼니케스,moenikeseu
schuleit,슐라이트,syulraiteu
arnfried,아른프리트,areunpeuriteu
edwin,에드윈,edeuwin
binney,비니,bini
kauffmann,카우프만,kaupeuman
attila,아틸라,atilra
hildmann,힐트만,hilteuman
kusche,쿠셰,kusye
siefer,지퍼,jipeo
reich,라이히,raihi
weinbuch,바인부흐,bainbuheu
niemann,니만,niman
brooks,브룩스,beurugseu
remig,레미히,remihi
balduin,발두인,balduin
tukur,투쿠르,tukureu
schmickler,슈미클러,syumikeulreo
dittus,디투스,dituseu
hahlweg,할베크,halbekeu
slobodan,슬로보단,seulrobodan
komljenović,콤레노비치,komrenobici
morawiecz,모라위츠,morawiceu
wolfshohl,볼프스홀,bolpeuseuhol
sichtermann,지히터만,jihiteoman
steffens,슈테펜스,syutepenseu
cannabich,카나비히,kanabihi
klapprott,클라프로트,keulrapeuroteu
otte,오테,ote
hilberath,힐베라트,hilberateu
sorg,조르크,joreukeu
schmolkehasselmann,하셀만,haselman
bela,벨라,belra
klentze,클렌츠제,keulrenceuje
brand,브란트,beuranteu
lincke,린케,rinke
aurelia,아우렐리아,aurelria
gussmann,구스만,guseuman
sutter,주터,juteo
sibler,지블러,jibeulreo
berking,베르킹,bereuking
björnhergen,비외른헤르겐,bioereunhereugen
schimpf,심프,simpeu
rabod,라보트,raboteu
kröcher,크뢰허,keuroeheo
stelter,슈텔터,syutelteo
schalla,샬라,syalra
schnoor,슈노르,syunoreu
weinberger,바인베르거,bainbereugeo
zöller,쵤러,coelreo
hirschmann,히르슈만,hireusyuman
burkard,부르카르트,bureukareuteu
wauer,바워,baweo
conard,콘래드,konraedeu
manshausen,만스하우젠,manseuhaujen
glaetzner,글레츠너,geulreceuneo
gyula,줄라,julra
trebitsch,트레비치,teurebici
speiser,스파이저,seupaijeo
judenkönig,유덴쾨니히,yudenkoenihi
sude,주데,jude
spinnen,슈피넨,syupinen
burkhart,부르크하르트,bureukeuhareuteu
cardauns,카르다운스,kareudaunseu
tilman,틸만,tilman
rammstedt,람슈테트,ramsyuteteu
peuckert,포이케르트,poikereuteu
mittendorfer,미텐도르퍼,mitendoreupeo
butz,부츠,buceu
buse,부스,buseu
morgenroth,모르겐로트,moreugenroteu
würtenberger,뷔르텐베르거,bwireutenbereugeo
biber,비버,bibeo
gullatz,걸라츠,geolraceu
billey,빌리,bilri
demirtaş,드미르타스,deumireutaseu
bruni,브루니,beuruni
löbel,로벨,robel
aschmann,아슈만,asyuman
f,에프,epeu
apitz,피츠,piceu
pistorius,피스토리우스,piseutoriuseu
schrowange,슈로방게,syurobangge
rötger,레터,reteo
feldmann,펠드만,peldeuman
helfritz,헬프리츠,helpeuriceu
kochan,코한,kohan
carmen,카르멘,kareumen
molinar,몰리나,molrina
leibingerkammüller,라이빙거카뮐러,raibinggeokamwilreo
niedecken,니데켄,nideken
cappuccino,카푸치노,kapucino
emcke,엠케,emke
schiewe,시베,sibe
fiebeler,피에르엘,piereuel
wübbena,우베베나,ubebena
heinzulrich,하인츠울리히,hainceuulrihi
brüninghaus,브뤼닝하우스,beurwininghauseu
bertele,베르텔,bereutel
linnemann,리네만,rineman
dudek,두데크,dudekeu
walbrun,발브룬,balbeurun
wokoeck,보쾨크,bokoekeu
haßelmann,하셀만,haselman
diez,디츠,diceu
drucker,드루커,deurukeo
cecilia,세실리아,sesilria
holton,홀턴,holteon
gethmann,게트만,geteuman
willhelm,윌헴,wilhem
teinert,타이네르트,tainereuteu
milly,밀리,milri
nick,닉,nig
markakis,마케이키스,makeikiseu
luz,루츠,ruceu
maritta,마리타,marita
politz,폴리츠,polriceu
isabelle,이자벨,ijabel
graw,그로,geuro
jahr,자르,jareu
andrzej,안제이,anjei
buncol,분촐,buncol
betsch,베치,beci
harms,함스,hamseu
bömkes,뵘케스,boemkeseu
weygand,바이간트,baiganteu
yiğit,위트,witeu
leuchtmann,류츠만,ryuceuman
reiff,리프,ripeu
claudelle,클라우델레,keulraudelre
deckert,데케르트,dekereuteu
holzer,홀처,holceo
pauli,파울리,paulri
hafencity,하펜시티,hapensiti
hamburgmitte,함부르크미테,hambureukeumite
altona,알토나,altona
olsberg,올스베르크,olseubereukeu
olpe,올페,olpe
gebärdensprache,수화,suhwa
winterberg,빈터베르크,binteobereukeu
radevormwald,라데보름발트,radeboreumbalteu
waldbröl,발트브뢸,balteubeuroel
altbach,알트바흐,alteubaheu
weißenfels,바이센펠스,baisenpelseu
deutschisraelische,독일이스라엘,dogiliseurael
wunstorf,분스도르프,bunseudoreupeu
friedland,프리들란트,peurideulranteu
völklingen,푈클링겐,poelkeulringgen
mettmann,메트만,meteuman
schorndorf,쇼른도르프,syoreundoreupeu
ettlingen,에틀링겐,eteulringgen
neuisenburg,노이이젠부르크,noiijenbureukeu
emsdetten,엠스데텐,emseudeten
langen,랑겐,ranggen
lüdinghausen,뤼딩하우젠,rwidinghaujen
mister,미스터,miseuteo
world,월드,weoldeu
tuttlingen,투틀링겐,tuteulringgen
schönebeck,쇠네베크,soenebekeu
troisdorf,트로이스도르프,teuroiseudoreupeu
dietzenbach,디첸바흐,dicenbaheu
reichstagsgebäude,국회의사당,gughoeyisadang
ballenstedt,발렌슈테트,balrensyuteteu
wermsdorf,베름스도르프,bereumseudoreupeu
maxmorlockstadion,프랑켄슈타디온,peurangkensyutadion
institut,공업,gongeob
normung,위원회,wiweonhoe
rheinberg,라인베르크,rainbereukeu
stavenhagen,슈타벤하겐,syutabenhagen
meerbusch,메어부슈,meeobusyu
forchheim,포르히하임,poreuhihaim
kap,케이프,keipeu
arkona,아르코나,areukona
kettwig,케트비히,keteubihi
hermaringen,헤르마링겐,hereumaringgen
winterbach,빈터바흐,binteobaheu
karls,에버하르트,ebeohareuteu
jüten,주트족,juteujog
siegessäule,전승기념탑,jeonseungginyeomtab
polydor,폴리도르,polridoreu
records,레코드,rekodeu
deutschrussische,독일러시아,dogilreosia
merkur,에스프리,eseupeuri
spielarena,아레나,arena
atp,독일,dogil
ig,파르벤,pareuben
farben,이익공동체,iiggongdongce
spartakusbund,스파르타쿠스단,seupareutakuseudan
neustrelitz,노이슈트렐리츠,noisyuteurelriceu
landkreis,하벨란트,habelranteu
havelland,군,gun
haus,하노버,hanobeo
oberhavel,군,gun
teltowfläming,군,gun
unterschleißheim,운터슐라이스하임,unteosyulraiseuhaim
kreis,베젤,bejel
zisterzienserabtei,마울브론,maulbeuron
charlottenburgwilmersdorf,샤를로텐부르크빌머스도르프,syareulrotenbureukeubilmeoseudoreupeu
kleinmachnow,클라인마하노,keulrainmahano
friesen,프리젠족,peurijenjog
ubahn,함부르크,hambureukeu
leonberg,레온베르크,reonbereukeu
böblingen,뵈블링엔,boebeulringen
maulburg,마울부르크,maulbureukeu
filderstadt,필더스타드,pildeoseutadeu
grünstadt,그륀슈타트,geurwinsyutateu
halberstadt,하버슈타트,habeosyutateu
hochtaunuskreis,호흐타우누스군,hoheutaunuseugun
großhartmannsdorf,그로스하르트만스도르프,geuroseuhareuteumanseudoreupeu
paulaner,파울라너,paulraneo
ramstein,램스타인,raemseutain
base,기지,giji
döbeln,되벨른,doebelreun
wülfrath,뷜프라트,bwilpeurateu
weihenstephan,바이엔슈테판,baiensyutepan
schmiedeberg,슈미데베르크,syumidebereukeu
charlottenburg,샤를로텐부르크,syareulrotenbureukeu
group,그룹,geurub
prozesse,재판,jaepan
moritzburg,모리츠부르크,moriceubureukeu
bürgermeister,수령,suryeong
grünwald,그륀발트,geurwinbalteu
deutschukrainische,독일우크라이나,dogilukeuraina
mitte,미테,mite
us,미국,migug
army,유럽아프리카,yureobapeurika
europe,육군,yuggun
metropolregion,라인루르,rainrureu
rheinruhr,대도시권,daedosigweon
manessische,마네세,manese
handschrift,법전,beobjeon
waldeck,발데크,baldekeu
hüllhorst,휠호르스트,hwilhoreuseuteu
re,리,ri
zusmarshausen,추스마르스하우젠,cuseumareuseuhaujen
münstereifel,뭰스터아이펠,mwenseuteoaipel
neandertal,네안더탈,neandeotal
markranstädt,마르크란슈테트,mareukeuransyuteteu
alpina,알피나,alpina
brakel,브라켈,beurakel
wachtendonk,바히텐동크,bahitendongkeu
bischofswiesen,비쇼프스비젠,bisyopeuseubijen
leichlingen,라이힐링겐,raihilringgen
ergoldsbach,에르골츠바흐,ereugolceubaheu
schliersee,슐리르제,syulrireuje
schwabing,슈바빙,syubabing
tegernsee,타게른제,tagereunje
ortsteil,오르츠타일,oreuceutail
schöppenstedt,쇠펜슈테트,soepensyuteteu
waldfriedhof,뮌헨,mwinhen
münchengroßhadern,발트프리트호프,balteupeuriteuhopeu
deutschniederländische,네덜란드독일,nedeolrandeudogil
anhaltköthen,안할트쾨텐,anhalteukoeten
münchenunterhaching,운터하힝,unteohahing
benediktinerabtei,네레스하임,nereseuhaim
dflligapokal,리가포칼,rigapokal
schloss,슐로스,syulroseu
elmau,엘마우,elmau
worpswede,보릅스베데,boreubseubede
kreuzberg,크로이츠베르크,keuroiceubereukeu
kitzingen,키칭엔,kicingen
schöneberg,쇠네베르크,soenebereukeu
bundesautobahn,아우토반,autoban
kalk,칼크,kalkeu
bogenhausen,보겐하우젠,bogenhaujen
freisinnige,독일,dogil
volkspartei,자유사상당,jayusasangdang
pfalz,팔츠,palceu
wanneeickel,바네아이켈,baneaikel
rechtsextremismus,독일의,dogilyi
sixtinische,시스티나,siseutina
madonna,성모,seongmo
tiergarten,티어가르텐,tieogareuten
kaltennordheim,칼텐노르트하임,kaltennoreuteuhaim
biblis,비블리스,bibeulriseu
aktiengesellschaft,악티엔게젤샤프트,agtiengejelsyapeuteu
sigma,시그마,sigeuma
elektro,스포츠,seupoceu
britz,브리츠,beuriceu
porz,포르츠,poreuceu
animalbase,애니멀베이스,aenimeolbeiseu
uerdingen,위어딩겐,wieodinggen
entente,꽃들의,ggocdeulyi
florale,협상,hyeobsang
elze,엘체,elce
avira,아비라,abira
calw,칼브,kalbeu
templin,템플린,tempeulrin
vergewaltigungen,독일,dogil
besetzten,기간의,giganyi
schmalkalden,슈말칼덴,syumalkalden
walsrode,발스로데,balseurode
gernsbach,게른스바흐,gereunseubaheu
strausberg,슈타우스베르크,syutauseubereukeu
peißenberg,파이센베르크,paisenbereukeu
nesselwang,네셀방,neselbang
wolgast,볼가스트,bolgaseuteu
kronach,크로나흐,keuronaheu
varel,파렐,parel
thale,탈레,talre
röttingen,뢰팅겐,roetinggen
luckau,루카우,rukau
ueckermünde,위케르뮌데,wikereumwinde
kirrberg,키어베르크,kieobereukeu
ettenheim,에텐하임,etenhaim
feldafing,펠다핑,peldaping
hornberg,호른베르크,horeunbereukeu
gundremmingen,군트레밍겐,gunteureminggen
dürrhennersdorf,뒤어헤너스도르프,dwieoheneoseudoreupeu
französische,주,ju
botschaft,독일,dogil
staßfurt,슈타스푸르트,syutaseupureuteu
lunden,룬덴,runden
wirges,비르게스,bireugeseu
karlsbad,칼스바드,kalseubadeu
marktoberdorf,마르크도버도르프,mareukeudobeodoreupeu
allgäu,알고이,algoi
krün,크륀,keurwin
plattling,플라틀링,peulrateulring
parsberg,파르스베르크,pareuseubereukeu
johannesberg,요하네스베르크,yohaneseubereukeu
künzelsau,퀸첼자우,kwinceljau
elchingen,엘힝겐,elhinggen
wiefelstede,비펠슈테데,bipelsyutede
deutschjapanische,독일일본,dogililbon
salzbergen,잘츠베르겐,jalceubereugen
havelberg,하벨베르크,habelbereukeu
bergkirchen,베르크키르헨,bereukeukireuhen
nebra,네브라,nebeura
tutzing,투칭,tucing
hinterzarten,힌터차르텐,hinteocareuten
münsingen,뮌징겐,mwinjinggen
goldbach,골트바흐,golteubaheu
renchen,렌헨,renhen
friedberg,프리트베르그,peuriteubereugeu
oberschönau,오버쇠나우,obeosoenau
sachsenbrunn,작센브룬,jagsenbeurun
mitteleuropäisches,북유럽,bugyureob
usingen,위징겐,wijinggen
wintershall,빈터스할,binteoseuhal
nauen,나우엔,nauen
mainzkastel,마인츠카스텔,mainceukaseutel
deutschfranzösische,독일프랑스,dogilpeurangseu
eichwalde,아이히발데,aihibalde
chinesischdeutsche,독일중화인민공화국,dogiljunghwainmingonghwagug
bersteland,베르스텔란트,bereuseutelranteu
rotgrüne,적록,jeogrog
koalition,연정,yeonjeong
niederaula,니더라울라,nideoraulra
wriezen,브리첸,beuricen
bruchköbel,브루흐쾨벨,beuruheukoebel
obertshausen,오베르츠하우젠,obereuceuhaujen
neuzelle,노이젤래,noijelrae
heilbad,하일바트,hailbateu
heiligenstadt,하일리겐슈타트,hailrigensyutateu
niedersächsische,괴팅겐,goetinggen
staats,니더작센,nideojagsen
universitätsbibliothek,겸,gyeom
polch,폴흐,polheu
feldjäger,야전엽병,yajeonyeobbyeong
jesteburg,예스테부르크,yeseutebureukeu
weilburg,바일부르크,bailbureukeu
stadtallendorf,슈타탈렌도르프,syutatalrendoreupeu
ministerialrat,사무차관,samucagwan
leibniz,라이프니츠,raipeuniceu
kraussmaffei,크라우스마페이,keurauseumapei
wegmann,베그만,begeuman
breitscheidplatz,브라이트샤이트플라츠,beuraiteusyaiteupeulraceu
ariola,아리올라,ariolra
obergermanischraetischer,리메스,rimeseu
limes,게르마니쿠스,gereumanikuseu
nationaltheater,뮌헨,mwinhen
birkenstock,비르켄슈토크,bireukensyutokeu
unionsparteien,우니온,union
wittenbergplatz,비텐베르크플라츠,bitenbereukeupeulraceu
stapelburg,슈타펠부르크,syutapelbureukeu
steyerberg,슈타이어베르크,syutaieobereukeu
glashütter,글라스휘테,geulraseuhwite
uhrenbetrieb,오리기날,original
elberfeld,엘버펠트,elbeopelteu
konzerthaus,콘체르트하우스,koncereuteuhauseu
music,뮤직,myujig
cronenberg,크로넨베르크,keuronenbereukeu
schwerbelastungskörper,슈베르벨라스퉁스쾨르퍼,syubereubelraseutungseukoereupeo
steinfeld,슈타인펠트,syutainpelteu
krombacher,크롬바커,keurombakeo
brauerei,바이젠,baijen
lüchow,뤼호,rwiho
berlinwedding,베딩,beding
archäologisches,고고학,gogohag
rowenta,로벤타,robenta
piranha,피라냐,piranya
bytes,바이츠,baiceu
berufliches,마이스터,maiseuteo
gymnasium,고등학교,godeunghaggyo
deutschtürkische,독일터키,dogilteoki
bitterfeld,비터펠드,biteopeldeu
limburg,림뷔르흐,rimbwireuheu
bisten,비스텐,biseuten
wiederstedt,비더슈테트,bideosyuteteu
eichenwaldgraben,아이헨발트그라벤,aihenbalteugeuraben
spanische,주,ju
dennewitz,데네비츠,denebiceu
humboldtforschungspreis,훔볼트상,humbolteusang
hinterkaifeck,힌터카이펙,hinteokaipeg
deutschthailändische,독일태국,dogiltaegug
bruchstraße,브룩스슈트라세,beurugseusyuteurase
bundeswehrkommando,연방군,yeonbanggun
chinesische,주,ju
closed,클로즈드,keulrojeudeu
bhutanischdeutsche,독일부탄,dogilbutan
dänischdeutsche,덴마크독일,denmakeudogil
deutschisländische,독일아이슬란드,dogilaiseulrandeu
deutschgriechische,그리스독일,geuriseudogil
deutschnordkoreanische,독일조선민주주의인민공화국,dogiljoseonminjujuyiinmingonghwagug
volkmarsdorf,폴크마르스도르프,polkeumareuseudoreupeu
stockdorf,슈토크도르프,syutokeudoreupeu
aleppozimmer,알레포실,alreposil
fußball,축구,cuggu
freiheitsstrafe,자유형,jayuhyeong
oberwesterwaldkreis,오버베스테르발트,obeobeseutereubalteu
eberstadt,에버슈타트,ebeosyutateu
erlabrunn,에를라브룬,ereulrabeurun
untermhaus,운터름하우스,unteoreumhauseu
nordwesteuropa,북서유럽,bugseoyureob
normalhöhennull,표준표고영점,pyojunpyogoyeongjeom
stimmen,슈팀멘,syutimmen
dialekt,방언,bangeon
hanausteinheim,하나우슈타인하임,hanausyutainhaim
heldburg,헬드부르크,heldeubureukeu
helenenstraße,헬레넨슈트라세,helrenensyuteurase
hasselsweiler,하셀스바일러,haselseubailreo
johannisfriedhof,요하니스프리트호프,yohaniseupeuriteuhopeu
pixabay,픽사베이,pigsabei
kinopolis,키노폴리스,kinopolriseu
kommando,독일,dogil
heer,육군사령부,yuggunsaryeongbu
kanadischdeutsche,독일캐나다,dogilkaenada
lüthorst,뤼토르스트,rwitoreuseuteu
militärische,독일,dogil
ausbildungsstätte,사관학교,sagwanhaggyo
lufttransportkommando,항공수송사령부,hanggongsusongsaryeongbu
mediadesign,미디어디자인,midieodijain
hochschule,대학교,daehaggyo
mossenbergwöhren,모센베르크뵈흐렌,mosenbereukeuboeheuren
berlinmitte,미테,mite
artweaver,아트위버,ateuwibeo
rechtspfleger,법정관계자,beobjeonggwangyeja
sascom,특수탄약지원사령부,teugsutanyagjiweonsaryeongbu
sauo,자우오,jauo
transfermarkt,트랜스퍼마크트,teuraenseupeomakeuteu
mediamarkt,메디아마아크트,mediamaakeuteu
renaissance,르네상스,reunesangseu
strenesse,슈트레네세,syuteurenese
vietnamesische,주,ju
ministerpräsident,총리,congri
racing,레이싱,reising
kunst,미술,misul
deutschiranische,독일이란,dogiliran
klassiker,클라시커,keulrasikeo
vulkan,불칸,bulkan
gruppe,그룹,geurub
barbadischdeutsche,바베이도스독일,babeidoseudogil
neukölln,노이쾰른,noikoelreun
flakturm,동물원,dongmulweon
i,대공포탑,daegongpotab
lichtenberg,리히텐베르크,rihitenbereukeu
schnellboot,에스보트,eseuboteu
einsatzkommando,특수작전특공대,teugsujagjeonteuggongdae
aktienregister,주주명부,jujumyeongbu
deutschlitauische,독일리투아니아,dogilrituania
hambach,함바흐,hambaheu
deutschschwedische,독일스웨덴,dogilseuweden
grenze,국경,guggyeong
mercedesmaybach,메르세데스마이바흐,mereusedeseumaibaheu
seebatallion,해상대대,haesangdaedae
rhodecode,로드코드,rodeukodeu
forschermeile,포르셰르마일레,poreusyereumailre
brot,빵,bbang
thailändische,주,ju
kunstgewerbeschule,드레스덴,deureseuden
league,리그,rigeu
legends,레전드,rejeondeu
championship,챔피언십,caempieonsib
mossenberg,모센베르크,mosenbereukeu
heart,하트,hateu
code,코드,kodeu
kriegerdenkmal,크리거덴칼,keurigeodenkal
riesdorf,리스도르프,riseudoreupeu
orthomol,오쏘몰,ossomol
automobili,오토모빌리,otomobilri
pininfarina,피닌파리나,pininparina
maxplanckinstitut,막스플랑크,magseupeulrangkeu
sicherheit,및,mic
privatsphäre,연구소,yeonguso
magdeburger,부산,busan
amerikanisches,주,ju
generalkonsulat,라이프치히,raipeucihi
ubisoft,유비소프트,yubisopeuteu
munzinger,먼징거,meonjinggeo
personen,페르소나,pereusona
orkan,폭풍우,pogpungu
zeynep,유니스,yuniseu
patriotische,애국,aegug
city,루프트한자,rupeuteuhanja
meissen,마이센,maisen
airport,공항,gonghang
cologne,쾰른,koelreun
starnberger,슈테른베르그,syutereunbereugeu
see,호수,hosu
rothenburg,로텐부르크,rotenbureukeu
ob,오프,opeu
mühlhausen,뮐하우젠,mwilhaujen
wertpapierbörse,증권거래소,jeunggweongeoraeso
schaumburg,샤움부르크,syaumbureukeu
regierungsbezirk,슈투트가르트,syututeugareuteu
nymphenburg,궁전,gungjeon
