lionel,利昂内尔
gianoli,贾诺利
pambieri,潘比涅里
squinzi,斯昆齐
samorini,萨莫里尼
gipo,吉波
farassino,法拉西诺
jaja,贾贾
fiastri,菲亚斯特里
giucas,朱卡斯
giselda,吉斯达
volodi,沃尔迪
iaia,伊亚
lenghi,伦吉
nicolini,尼科利尼
boschi,博斯基
saltarini,索尔塔里尼
pillon,皮隆
burinato,布里纳托
franzoso,弗朗佐索
innocenzi,易诺晨
lazzarini,拉扎里尼
sofio,索菲约
vignali,维格纳利
montanarini,蒙塔纳里尼
ottonello,奥托内洛
muscardin,马斯卡丁
stagni,斯塔尼
marinoni,马里诺尼
franci,弗朗西
troschel,特罗斯切尔
piro,皮罗
spada,斯帕达
scattorin,斯卡托林
ilenia,伊莱尼亚
lazzarin,拉扎林
leila,莱拉
nobili,诺比利
richelmy,里切米
lele,乐乐
gavero,加维罗
spoletini,斯勃利蒂尼
gallinelli,加里内利
genna,杰纳
isabel,伊莎贝尔
russinova,鲁西诺娃
irina,伊琳娜
sanpiter,桑皮特
degl'innocenti,德格拉诺诺森蒂
musella,穆塞拉
mas,马斯
boschetti,博斯凯蒂
marchione,马尔基翁
amorosino,阿莫罗西诺
vivio,维维奥
zaffaroni,扎法罗尼
eliani,埃里亚尼
godart,戈达尔
cotroneo,科特罗尼奥
petriccione,彼的黎世西奥娜
gotti,高蒂
ceriscioli,塞里西奥利
fiamenghi,菲亚门吉
bottale,博塔尔
zuccon,祖孔
maugeri,李奥纳多
cumani,库马尼
fabbro,法布罗
ivana,伊万娜
leonida,列奥尼达
barboni,巴波尼
ornaghi,奥纳吉
iusco,尤斯科
isarco,艾萨科
ravaioli,拉瓦奥利
mastelloni,马斯戴罗尼
isabelle,伊莎贝尔
adriani,阿德里亚尼
bigazzi,毕格兹
montini,蒙蒂尼
rondanini,龙达尼尼
marescotti,马科蒂
lucini,卢奇尼
navarrini,纳瓦里尼
licinia,李奇尼亚
nunez,努涅斯
ciampa,恰帕
pulga,普尔加
peracino,佩拉奇诺
michi,米奇
paiato,派雅托
ribuoli,里博利
monsè,蒙斯
guanciale,关西耶里
jannuzzi,詹努齐
lily,莉莉
tirinnanzi,蒂利纳基
lili,莉莉
cerasoli,塞拉索利
squarzina,斯夸尔齐纳
maneri,马纳里
sansonetti,桑索内蒂
collini,科利尼
cognigni,科尼尼
joyce,乔伊斯
lucariello,卢卡里埃洛
crescenzo,克雷森佐
sapio,萨皮奥
sandri,桑德里
scicolone,罗兰
marianna,玛丽安娜
chiarla,基亚
mascino,马西诺
ceroli,塞罗利
turina,杜尼纳
lucianna,卢西亚娜
sole,索尔
mansutti,曼苏提
redaelli,雷特埃利
stilde,斯蒂尔德
ambruzzi,安布鲁兹
toffolo,托佛罗
sereni,塞雷尼
kazankova,卡赞科娃
rigillo,里吉洛
zanoli,扎诺利
marianella,玛丽亚内拉
bargilli,巴吉里
silvan,西尔万
donatone,多纳通
mago,马戈
forest,福里斯特
busdachin,布斯达庆
thovez,托沃克斯
ambrosis,安布罗西斯
manrico,曼里科
gammarota,伽马罗塔
lodovico,洛多维科
corvaglia,科尔维亚
portolano,波尔托拉诺
masé,马塞
linus,莱纳斯
liù,刘
vadacca,瓦达卡
romito,洛米托
lutring,卢特林
cannito,坎尼托
santanelli,桑塔内利
gaucci,加乌奇
quaresimin,夸雷西明
ricceri,里奇里
martinez,马丁内斯
crespi,克雷斯皮
d'anna,丹纳
lorena,洛雷纳
roffi,罗菲
feliciani,费利西亚尼
maletta,马莱塔
blanchard,布兰查德
malika,玛丽卡
ayane,阿雅尼
ciompi,西奥皮
lama,拉马
acquarone,阿夸罗内
meli,梅利
cannata,卡纳塔
francese,法兰塞斯
marc,马克
tainon,泰农
osti,奥斯蒂
martana,马塔纳
gergati,格加蒂
gioielli,朱埃利
olcese,奥尔塞斯
odorisio,奥多里西奥
popolizio,波波利齐奥
zanier,赞伊尼
venitucci,维尼图奇
guerini,圭里尼
ielpo,伊埃尔波
maionchi,迈恩奇
torpedine,托皮丁内
gargari,加加里
mazzarella,马萨瑞拉
quarantotto,库兰特图
perracchio,佩拉基奥
mila,蜜拉
schön,舍恩
iaquone,亚奎内
miela,米拉
reina,雷纳
mikaela,米凯拉
marricchi,马里基
malan,马兰
mignemi,米涅米
micol,米科尔
azzurro,阿祖罗
nicchi,尼基
balbi,巴尔比
rastelli,拉斯泰利
balzarotti,巴尔萨罗蒂
orfeo,奥菲奥
palmara,帕玛拉
mimo,米默
billi,比利
mimosa,米莫萨
campironi,坎皮罗尼
infante,方特
matilde,马蒂尔德
bernabei,伯纳比
pannunzio,潘农齐奥
dentici,登蒂奇
falaguasta,法拉瓜斯塔
branciamore,布兰奇莫尔
scarabelli,斯卡拉贝利
cressoni,克雷索尼
venturiello,文度烈罗
belardi,贝尔迪
scarpetta,斯卡尔佩塔
sossi,索西
toros,托罗斯
cocci,科奇
eramo,埃罗莫
foschi,福斯基
becucci,贝丘奇
donatcattin,多纳卡廷
mencacci,曼卡西
conidi,康尼迪
giallini,贾利尼
candurro,坎达罗
fainello,法伊内罗
ermavilo,埃尔马维洛
mecacci,梅卡奇
liorni,廖尔尼
sesti,塞斯蒂
mancosu,曼科苏
jossa,乔萨
martani,马坦尼
setta,塞塔
paradiso,帕拉迪索
abbatino,阿巴蒂诺
mangiucca,曼吉卡
morello,莫雷洛
mascia,马西娅
gelardini,杰拉尔迪尼
morena,莫雷纳
salvino,萨尔维诺
camaiti,卡马蒂
forcella,福尔切拉
zoffoli,佐菲利
toffa,托法
irrati,伊拉提
lotti,洛蒂
leofreddi,莱奥弗雷德迪
medda,梅德达
vado,瓦多
varrese,瓦雷塞
finazzer,菲纳泽尔
flory,弗洛里
nanda,南达
predolin,普雷多林
maggioni,马焦尼
salvador,萨尔瓦多
svampa,桑帕
civica,奇维察
d'ancora,达科拉
virgilii,禾志利
ciravolo,西拉沃洛
pezzotti,佩佐蒂
geri,杰里
crozza,克罗扎
bitossi,比托西
cerofolini,切罗福利尼
massara,马萨拉
mattirolo,马蒂罗洛
lastrico,拉斯特里科
merluzzo,梅尔卢扎索
scianca,锡楚安卡
ciavarro,恰瓦罗
mezzabotta,梅扎博塔
peppe,佩普
lanzetta,兰泽塔
oretta,奥蕾塔
fiume,阜姆
bulla,布拉
francovich,弗兰科维奇
mammì,马米
marcias,马西亚斯
riviè,里维耶
giacomini,加科米尼
gramellini,格拉梅利尼
orio,奥里奥
nerina,内里娜
phil,菲尔
mer,梅尔
millenotti,米伦纳提
ramous,拉莫斯
trombini,特隆比尼
rapotec,拉波特克
lodolo,洛多洛
osiride,奥西里德
pevarello,佩瓦雷洛
pieraldo,皮拉尔多
senni,森尼
tazzi,塔齐
scaparro,斯卡帕罗
stirpe,斯蒂尔佩
jemma,杰马
corallo,科拉洛
pignataro,皮尼亚塔罗
lagioia,拉吉欧亚
lapenta,拉彭塔
maccarinelli,麦卡里内利
guaglianone,瓜利亚诺内
diaco,迪亚科
mandolini,曼多利尼
nocella,诺切拉
marcheselli,马尔切塞利
concutelli,孔库泰利
pende,彭德
camassa,卡马萨
petrarolo,彼得雷罗洛
vida,维达
milanese,米兰内斯
graiani,格莱亚尼
tesini,特西
brega,布雷加
pietra,皮埃特拉
montecorvino,蒙特科维诺
bizzarri,比扎里
bontempo,本托姆
giovanardi,焦瓦纳尔迪
d'arienzo,达里恩佐
schivazappa,斯基瓦扎帕
pisu,皮苏
pasqua,帕卡
francisci,弗朗西里
tellini,泰里尼
montenero,蒙特内罗
quattrini,夸特里尼
cruciani,科努西亚
tovaglia,托瓦格利亚
minaccioni,迈纳克西奥尼
croci,克罗奇
mavi,马维
felli,费利
baratta,巴拉特
pignatelli,皮尼亚泰利
roc,罗克
turci,图尔奇
sarti,萨蒂
memè,梅梅
perlini,佩里尼
torresi,托雷西
ghislandi,格希兰迪
pitti,皮蒂
buglioni,布格利奥尼
genuardi,热纳尔迪
cellammare,塞拉梅尔
buonvino,布昂维诺
pagot,帕戈特
cescon,塞尚
andreozzi,安德烈莉齐
marignano,马里尼亚诺
alhaique,阿海奎
ulivieri,乌利维耶里
conticini,康蒂奇尼
briguglia,布里古力亚
budinich,布迪尼克
scardina,斯卡迪纳
brun,布伦
schiano,施基诺
calissano,卡里萨诺
secchia,塞恰
sarubbi,萨鲁比
cananzi,坎南扎
gesualdi,杰苏阿尔迪
olga,欧嘉
solbelli,索贝莉
kalamera,卡拉梅拉
frascatore,弗拉斯卡托雷
gammino,甘米诺
olivia,奥利维亚
manescalchi,曼斯卡奇
bisera,布赖尔斯
donna,多娜
olinto,奥林托
galanti,加兰蒂
beha,贝
dinelli,迪尼利
nardo,纳多
pif,皮弗
picierno,皮切尔诺
d'antona,德安托纳
kessisoglu,凯西什奥卢
limiti,利米蒂
selvaggia,塞尔瓦吉亚
plastino,普拉斯蒂诺
malco,马尔科
leonelli,莱昂内利
garitta,加里塔
insegno,因塞格诺
autieri,奥代瑞
dandini,丹迪尼
mazzarelli,马扎雷利
scalondro,塞隆德罗
zibetti,齐贝蒂
bardotti,巴多蒂
d'assunta,迪阿松塔
pirovano,皮罗瓦诺
migone,米贡
verdirosi,韦尔迪罗西
piffarerio,皮法雷里奥
pattavina,帕塔维纳
starnazza,斯塔尔纳扎
petruccioli,佩特鲁奇
bigotti,比格蒂
zinna,辛纳
polizzy,波莉齐
carbonelli,卡本利
laganà,拉加纳
risaliti,里萨利蒂
corsato,科萨托
d'erasmo,德拉斯莫
petrignani,彼得里尼亚尼
plinio,普利尼奥
sesana,塞萨纳
friscia,弗里西亚
maran,马兰
taggi,塔吉
stringara,斯特林加拉
zamboni,赞博尼
tramezzani,特拉梅扎尼
triestino,特里斯蒂诺
pascal,帕斯卡
persiano,佩尔西亚诺
los,洛斯
torrisi,托里西
finicelli,菲尼切利
pelusio,佩卢西奥
rusić,鲁斯可
fallica,法里卡
hamel,哈梅尔
perticaroli,佩尔蒂卡罗利
castoldi,卡斯托尔迪
roan,罗恩
johnson,约翰逊
pugliese,普格利塞
pierattini,皮耶拉蒂尼
bisacco,比萨科
garzia,加西亚
giarrusso,吉拉鲁索
greganti,格雷根蒂
pianeta,皮亚内塔
masto,马斯托
salvati,萨尔瓦蒂
rietti,雷亚提
beta,贝塔
lanfranchi,兰富兰奇
lena,莉娜
rodomonti,罗多蒙蒂
tummolini,图莫里尼
bocchi,博奇
vaudetti,沃德蒂
veneruso,韦尼鲁索
cinquini,辛奎尼
carnacina,卡纳西娜
bergé,贝格
viali,维亚利
verderi,韦尔德里
renna,瑞纳
fassetta,法塞塔
nicchiarelli,尼基亚雷利
messaggio,梅萨焦
scimeca,辛美卡
sharon,沙龙
gusberti,古斯伯蒂
cicco,迪希科
rosita,罗西塔
susy,苏西
laude,劳德
brunetti,布鲁内蒂
valdi,瓦尔迪
manieri,马涅利
casa,卡萨
cenci,琴奇
cenni,塞尼
ceriotti,塞里奥蒂
certomà,切尔托马
schiattarella,斯基亚塔拉
farnesi,弗尼斯
drudi,德拉迪
fallisi,法利斯
fantini,范蒂尼
ramona,雷蒙娜
dell'abate,戴尔阿巴特
rubicondi,鲁比康迪
crociani,克鲁西尼
red,莱德
canzian,坎齐安
remotti,雷莫蒂
soriquez,索丽克斯
mammucari,马默卡里
falk,福克
mannino,曼尼诺
teddy,特迪
reno,里诺
teocoli,特科利
lovati,洛瓦蒂
gianviti,吉安维蒂
stramare,斯特拉马雷
raul,劳尔
tata,塔塔
giacobetti,贾科贝蒂
gervaso,格瓦索
tatti,塔蒂
sanguineti,桑吉内蒂
trabacchi,特拉巴齐
thony,托尼
rudy,鲁迪
zerbi,泽尔比
tilde,蒂尔德
paci,帕奇
dalò,达洛
staffelli,斯塔法利
foglia,福利亚
manzillo,曼萨约
panella,潘妮拉
faraci,法拉奇
impacciatore,因帕恰托雷
anglana,安格拉纳
clementelli,克莱门特利
wanna,万娜
bendini,本迪尼
scalera,斯格勒雷
perpignani,佩皮尼亚尼
pischiutta,皮斯丘塔
piumini,皮尤米尼
tagliani,塔利亚尼
spaccesi,斯帕切西
stocchi,斯托基
borioni,博利沃尼
vannucci,万努奇
grechi,格雷基
razzini,拉齐尼
vico,维科
consorti,孔索尔提
veronika,薇罗妮卡
logan,洛根
mereu,梅鲁
misticone,米斯蒂科恩
racalbuto,拉卡尔布托
cacace,卡塞斯
piscicelli,皮西切利
ramenghi,拉门吉
crisari,克里斯萨里
tommy,汤米
vee,维伊
landolina,兰多利纳
trupia,特鲁西亚
vaturi,瓦图里
pasquarelli,帕斯道雷利
igorevna,伊戈列夫娜
vichodtseva,戈里亚耶娃
vadim,瓦迪姆
brodski,布罗德斯基
zera,泽拉
tormento,托门托
binarelli,比纳雷利
tosawi,托萨维
tresy,特莉希
taddei,达戴伊
kendall,肯德尔
solange,索兰吉
terracciano,特拉恰诺
ghessa,格萨
grenet,格雷内特
solvi,索尔维
stübing,斯图宾
sperandeo,斯珀兰德奥
sbrighi,斯布赖
samuela,莎姆艾拉
luciani,卢奇亚尼
presti,普雷斯蒂
tuccio,图西
mollica,莫利卡
gozi,戈齐
topazio,托帕齐奥
meneghetti,梅内盖蒂
ambrogi,安布罗吉
pezzopane,佩佐帕内
orsola,奥尔索拉
garello,加雷洛
patruno,帕鲁诺
petyx,佩蒂克斯
curzi,库兹
d'alessio,达莱西欧
calvagna,卡尔弗格纳
bessoni,贝索尼
bandecchi,班代斯基
dighero,迪格罗
schipani,斯奇巴尼
tanassi,塔纳西
alleva,阿莱瓦
chiantini,基安蒂尼
vira,维拉
silenti,西伦蒂
schettino,斯凯蒂诺
vetere,韦泰雷
sodero,索德罗
pagliai,帕利艾
aiace,阿亚切
frederic,弗列德利克
virginie,维吉尼
marsan,马尔桑
sandrone,桑德罗内
dazieri,达齐里
d'orsi,道尔西
contarello,康塔雷洛
impallomeni,因帕洛梅尼
nikol',妮可
gosvijani,格斯维亚尼
d'amario,达玛修
marchiori,马尔奇奥里
madia,马迪亚
gianroberto,詹罗伯托
casaleggio,卡萨莱焦
ferraresi,费拉雷西
sardella,萨代拉
santostasi,桑图斯塔西
sperati,斯佩拉蒂
labidi,拉比迪
urano,乌拉诺
lodovini,洛多文尼
colla,寇拉
oppedisano,奥佩迪萨诺
uros,乌罗斯
buonanno,布昂纳诺
correani,科雷阿尼
melis,梅利斯
giacinti,贾钦蒂
sarcinelli,萨尔奇内利
scandaletti,斯坎达莱蒂
d'obici,铎比奇
der,德尔
reka,雷卡
campitelli,坎皮特利
persia,波斯
vezzosi,维佐斯
domiziano,多米齐安诺
brumotti,布鲁莫蒂
ballio,巴利奥
meccoli,麦科利
domingo,多明戈
velasco,贝拉斯科
picone,皮考尼
febbi,菲比
bestoso,贝斯托索
sabel,沙伯
righeira,里吉
edun,埃敦
cozzella,科泽拉
cosma,科斯马
congia,孔吉亚
stanfa,史丹发
andreazzoli,安德烈亚佐利
steve,斯蒂夫
tiago,蒂亚戈
suagher,苏阿格尔
joey,乔伊
lamotta,拉莫塔
alaimo,阿莱莫
tortolano,托托拉诺
julio,祖利奥
buffarini,保夫阿连尼
calzaghe,卡尔扎格
novarese,诺瓦里斯
enria,恩里亚
ossoinack,奥索伊纳克
bozzo,波佐
bianchini,比安基尼
pichelli,皮谢利
sindoni,辛多尼
excella,伊柯塞拉
gionne,琼尼
sanipoli,萨尼波利
plazzotta,普拉佐塔
tozzo,托佐
gislimberti,吉斯里伯蒂
leopoldina,利奥波蒂娜
fortunati,福尔图纳蒂
ferrucci,费鲁奇
mazzotti,马佐蒂
testoni,泰斯托尼
marcone,马尔孔内
venini,维尼尼
bidini,比迪尼
cardelli,卡德利
forcione,佛西奥
lucioni,卢乔尼
alasia,阿拉吉亚
dominicis,多米尼斯
anton,安东
muscatelli,马斯凯特里
cleva,克莱瓦
pontanani,蓬塔纳尼
arolodo,路易吉
panerati,潘拉蒂
mazzeo,马泽奥
legnani,莱尼亚尼
sarzano,萨尔扎诺
criscione,克里希欧内
melchiorri,梅尔奇奥里
biasi,比亚西
fraccari,法拉卡利
sernagiotto,塞纳吉托
tobagi,托巴吉
tremolada,特列莫拉达
werther,沃瑟
germondari,热尔蒙达里
willi,威利
burger,波格
yuki,宇琪
cagnoni,卡尼奥尼
tonioli,托尼奥利
bortolotto,博尔托洛托
frederick,弗雷德里克
sommer,索默
lepre,勒普雷
falzerano,法尔泽拉诺
musto,穆斯托
starr,斯塔尔
zuccheri,祖切里
novi,诺维
fossati,弗萨蒂
musci,穆西
vera,维拉
carol,卡罗尔
bressanutti,布列萨努蒂
nardelli,纳尔代利
settimio,塞蒂米奥
ferrazzetta,费拉兹塔
franziniarmstrong,弗兰齐尼阿姆斯特朗
campeggi,坎佩吉
galano,加拉诺
gardino,加尔迪诺
pellolio,佩洛利奥
reinthaler,赖因塔勒
marwin,马尔温
angeles,安赫莱斯
odone,奥多内
barattolo,巴拉托洛
ciofani,乔法尼
maestripieri,马埃斯特里皮埃里
sampietro,桑彼得罗
chinellato,基内拉托
benfratello,本弗拉泰洛
placella,普拉切拉
mangiamele,曼贾梅尔
dosi,多西奥
boverio,布韦里奥
cagiati,卡贾蒂
porpora,波尔波拉
tassetti,塔塞蒂
tizza,提撒
covi,科维
melluso,梅卢索
celli,切利
horn,霍恩
d'arturo,达尔图罗
ginesi,吉内西
giovannesi,焦万内西
tea,蒂亚
farroni,法罗尼
perrino,佩里诺
gretha,格丽塔
notarbartolo,诺塔巴托洛
fedeli,费迪利
civetta,西维塔
maffucci,马夫奇
marsonet,马森艾特
trucco,特鲁科
vini,维妮
ciccarello,斯卡尔罗
cafaro,卡法罗
zorzetto,佐尔泽托
carretta,卡雷塔
dalmazio,达尔马齐奥
pisani,皮萨尼
pugno,普格诺
tofano,托法诺
haider,海德尔
rashid,拉希德
riccobene,李哥班
guerzoni,古尔佐尼
lecquio,莱克奎奥
salmaso,萨尔马索
meregalli,梅雷加利
endrizzi,恩德里齐
nunziata,纳齐塔
camilo,卡米洛
salinas,萨利纳斯
boscaglia,博斯卡利亚
selvadagi,塞尔瓦达吉
ghisolfi,吉索非
vallascas,瓦拉斯卡斯
yaroslav,雅罗斯拉夫
trofimov,特罗菲莫夫
giorgian,乔尔詹
arrascaeta,阿拉斯卡埃塔
matt,马特
patresi,帕特雷西
diele,迪勒
fialdini,菲亚蒂尼
speranza,斯佩兰萨
lattuca,拉图卡
gnecco,尼科
manetti,马内蒂
spender,斯班德
boffa,博法
acquaroli,奎罗利
tardioli,塔尔迪奥利
malagò,马拉戈
trivella,特里韦拉
ceccatelli,切卡泰利
palatini,帕拉蒂尼
ungari,温加里
marasca,马拉斯卡
aura,奥拉
rolenzetti,洛伦泽蒂
iannuzzi,扬努齐
denise,丹妮丝
capezza,卡佩扎
giupponi,朱波尼
stigliola,斯泰格利拉
abodi,阿博迪
calenda,卡伦达
sciubba,锡楚瓦
banci,班奇
puccioni,普乔尼
continiello,孔蒂涅洛
masuccio,马素乔
mockridge,莫克里奇
pascolato,帕斯科拉托
gabi,加比
scardi,斯卡迪
moris,莫里斯
ergas,埃尔加斯
marchitelli,马基德利
vecchiarelli,韦基亚雷利
ottoni,奥托尼
bertagna,贝尔塔尼亚
cunha,阿尔维斯
colautti,科劳蒂
calvo,卡尔沃
simoncini,西蒙奇尼
arno,阿诺
kompatscher,科帕茨彻
saphia,萨菲亚
stoney,斯通尼
escalante,埃斯卡兰特
dipol,迪波尔
ryan,莱恩
bonamano,博纳马诺
brignoli,布里尼奥利
scavolini,斯卡沃利尼
mariana,玛丽安娜
mazzucato,马祖卡托
padoan,帕多安
tambellini,坦贝利尼
rossetto,罗塞托
fabene,法贝内
alli,阿里
budroni,布德罗尼
varelli,瓦雷利
anzaldo,安扎尔多
hunt,昆都
matheus,马修斯
simonete,西蒙内特
bressaneli,布雷萨内利
aprea,阿普雷亚
rizzardo,里扎尔多
buratto,布拉托
setti,塞蒂
benni,本尼
atria,阿特里亚
ginetti,吉内蒂
ascani,阿斯卡尼
lilian,莉莲
tintori,廷托里
viotti,维奥蒂
celesia,切莱西亚
decaro,德坎罗
garibalda,加里波达
canzio,坎齐奥
tomaso,托马索
pavignano,帕维格纳诺
rossomando,罗索曼多
pallaoro,帕劳罗
savioli,萨维奥利
furlai,弗莱
petruzzelli,佩特鲁泽里
vyacheslav,维亚切斯拉夫
rychkov,雷奇科夫
pacitto,帕西托
giogiò,乔治
montalto,蒙塔尔托
cottarelli,科塔雷利
sciaudone,斯奇奥东尼
bortoletto,博尔托莱托
sarao,萨劳
victoria,维多利亚
zinny,辛尼
cafiero,卡菲耶罗
zani,扎尼
rampi,兰皮
col,科尔
sar,萨尔
rapaccini,拉帕奇尼
buonaiuto,布奥纳尤托
pavoni,帕沃尼
chiaramida,奇亚拉米
dincà,德因卡
emiddio,埃米迪奥
cantalupo,坎塔卢波
avagliano,阿瓦吉利亚诺
bicocchi,比乔奇
bonifacci,波尼法奇
tuzii,图齐
marte,马尔特
melgrati,梅尔格拉蒂
galimberti,加林伯蒂
cecinelli,切奇内利
evar,埃瓦尔
fuortes,佛特斯
fuoco,富奥科
cucci,库奇
descalzi,德斯卡尔齐
baccomo,巴科莫
cifola,西佛拉
nardella,纳尔德拉
noce,诺斯
statella,斯塔泰拉
tuti,图蒂
sarazani,萨拉扎尼
cerutti,塞鲁蒂
penoni,佩尼
lazzaretti,拉扎雷蒂
gomis,戈米斯
spillantini,斯皮兰蒂尼
sbodio,斯博迪奥
farigu,法里古
dillon,狄龙
vucetich,武塞蒂奇
ervas,埃尔瓦斯
scaldati,斯卡尔达蒂
glimco,格里姆科
biffoni,毕弗尼
oleotto,奥莱奥托
solari,索拉里
avanzo,阿方佐
dedi,德迪
ristori,里斯托里
baldoin,巴尔多因
ghia,吉亚
empedocle,恩佩多克莱
pistoni,皮斯托尼
bendotti,本多蒂
libralesso,卡拉罗
artale,阿塔尔
vladimiro,米罗
landoni,兰多尼
camillis,卡米利斯
pia,皮亚
timo,蒂莫
battistoni,巴蒂斯托尼
murolo,穆罗洛
fratoianni,弗拉托安尼
bisceglia,比斯开吉利亚
calleri,卡莱里
vasta,瓦斯塔
treves,特里夫斯
atos,阿托斯
davini,达维尼
parker,帕克
forleo,弗里奥
carroni,卡罗尼
triggiani,特里贾尼
trombetta,特隆贝塔
gargiulo,贾吉洛
guariglia,瓜里利亚
beranek,贝拉内克
bertacca,贝塔卡
martín,马丁
shade,沙德
valzania,瓦尔扎尼亚
doria,多里亚
cerlino,卡利诺
van,范
lamsweerde,拉姆斯维尔德
maculani,马库拉尼
biondelli,比翁代利
philippe,菲利普
rabassini,拉巴西尼
gaio,加约
prandstraller,普兰德斯特勒
remuzzi,雷穆齐
nocera,诺塞拉
gusmaroli,古斯马罗里
gusmitta,古斯米塔
sondelli,桑得利
daninos,达尼诺斯
dipaola,迪帕奥拉
zurla,祖拉
diodato,迪奥达托
cohen,科恩
coccia,科西亚
scodellaro,斯考达里奥
branzani,布朗扎尼
nogarin,诺迦林
sheremeteva,舍列梅特娃
vigliar,维格利亚尔
zanini,扎尼尼
emil,埃米利奥
audero,奥德罗
scherini,谢里尼
torromino,托罗米诺
giallocosta,吉洛科斯塔
busuioc,布苏约克
tabasco,塔巴斯科
serraiocco,塞拉约科
alunni,阿鲁尼
bravi,布拉维
catozzo,卡托佐
frankie,法兰基
sydney,西德尼
sibilia,锡比利亚
mandracoca,曼德拉格拉
ghiaccio,吉亚乔
bonaccorsi,博纳科西
sclavi,史克拉维
nerli,纳丽
oldani,奥达尼
calamaro,卡拉玛罗
ogliari,奥利亚里
tantucci,坦图奇
pulvirenti,普维伦堤
agnesi,阿涅西
guidone,圭多内
caio,凯奥
calzone,卡尔佐尼
caro,卡罗
d'argenio,达尔热尼奥
digilio,迪吉利奥
dimitri,迪米特里
bisoli,比索利
paco,帕科
reconti,雷康蒂
balaso,巴拉索
bonariva,博纳里瓦
gunn,冈恩
giulietti,朱列蒂
d'eusebio,德尤西比奥
verziera,韦济耶拉
ghignone,吉尼翁
biscotti,比斯科蒂
scuccia,斯卡西亚
moi,莫伊
yervant,耶方特
gianikian,吉安尼克安
lucchi,卢奇
saidy,萨迪
janko,真高
bustos,布斯托斯
soffietti,索菲耶蒂
gaddi,加迪
zanuso,扎努索
ermal,厄尔默
pestelli,佩斯特利
lorandi,洛兰迪
mondi,蒙迪
polacchini,波拉奇尼
taccone,塔科内
