de_toːmas	托马斯
zh_twə˥nfei̯˥˩	敦芾
zh_na˥˩	那
zh_y˥˩pwo˥	玉波
zh_i˥mi˧˩˧n	伊敏
zh_mu˥˩tɕʰi˥ŋ	穆青
zh_mwo˥˩fa˧˥n	莫凡
zh_mi˧˥ŋtɕjou̯˧˩˧	鸣久
zh_mwo˥˩ɕjʊ˧˥ŋ	莫雄
zh_mi˧˥ŋtɕɥe˧˥	名觉
zh_ɕjau̯˧˩˧tɕʰi˧˥	小奇
zh_mi˧˥ŋtɕje˧˥	明杰
zh_mi˧˥ŋtɕʰja˧˥ŋ	名强
zh_ʂɻ̩˥xwei̯˥˩	诗慧
zh_lɤ˥˩tɕja˥ŋ	乐江
zh_ɕy˧˩˧wei̯˥	许巍
zh_ɕy˧˥ja˧˥ŋ	徐扬
zh_ɕjau̯˧˩˧lja˧˥ŋ	晓良
zh_li˧˥npei̯˥˩	琳蓓
zh_tɕja˥y˧˥	嘉余
zh_na˥nna˥n	囡囡
zh_ɕy˧˩˧mwo˥˩	许沫
zh_ɕy˧˥tɕʰy˧˥n	徐群
zh_ɕy˥˩ʂə˥ŋ	旭生
zh_ʈʂʰa˧˥ŋʂə˥˩ŋ	长胜
zh_y˥˩tɕʰɥɛ˧˥n	毓全
zh_i˧˥nɕi˥ŋ	银兴
zh_jau̯˥˩pʰi˧˥ŋ	耀平
zh_ʈʂʊ˥ŋtɕi˥ŋ	忠经
zh_wa˥˩ni˥˩	万毅
zh_xʊ˧˥ŋkau̯˥	洪高
zh_ə˥nmau̯˥˩	恩茂
zh_ɕjau̯˧˩˧fa˧˥n	小凡
zh_xai̯˧˩˧y˧˥n	海云
zh_xə˧˥ŋlu˥˩	恒禄
zh_ʈʂa˥ŋlʊ˧˥ŋ	章龙
zh_ti˧˥ɕi˥n	涤新
zh_xwa˧˥ŋpʰi˧˥ŋ	黄平
zh_tsə˥˩ŋi˧˥n	赠银
zh_jau̯˥˩ɕjɛ˥n	耀先
zh_ɥɛ˧˥nkə˥ŋ	袁庚
zh_wei̯˧˩˧kə˥n	伟根
zh_ʈʂʰwə˥ntɕʰjou̯˥	春秋
zh_ljou̯˧˥ɕjau̯˧˩˧	刘晓
zh_ta˥˩tsʰwə˧˥n	大存
zh_lwo˥˩li˧˥n	洛林
zh_wei̯˧˥ʈʂou̯˥	维舟
zh_ɕjau̯˧˩˧ɕɥɛ˥n	晓轩
zh_mi˧˥ŋfa˥ŋ	明方
zh_ja˧˥ŋfa˥n	扬帆
zh_pi˥˩ʈʂʰu˥	璧初
zh_wa˥˩ŋtʊ˥ŋ	望东
zh_la˧˥ntʰau̯˥	澜涛
zh_tɕi˥˩ŋɻə˧˥n	静仁
zh_ɻə˧˩˧nʈʂɻ̩˥	忍之
zh_ʂɤ˥˩pʰi˧˥ŋ	社平
zh_xa˧˥ntɕi˥˩n	韩进
zh_ljou̯˧˥i˥˩	刘毅
zh_ʈʂu˧˥ʂə˥ŋ	竹声
zh_wa˧˥ŋtɕje˧˥	王杰
zh_ʈʂʰə˧˥nljɛ˧˥n	陈琏
zh_li˧˥y˥˩	黎玉
zh_i˥˩kʰwa˥n	屹宽
zh_ɕy˧˥jʊ˧˩˧ŋ	徐咏
zh_mu˥˩tɕʰjau̯˧˥	暮桥
zh_ɻwei̯˥˩pʰə˧˥ŋ	瑞鹏
zh_ɕɥe˧˥tɕy˥˩n	学俊
zh_ɕɥe˧˥tʊ˥ŋ	学东
zh_jʊ˧˩˧ŋlai̯˧˥	永来
zh_ɕi˥nɻə˧˥n	辛仁
zh_y˥˩i˥˩	玉益
zh_tsʰʊ˧˥ŋmi˧˥n	从民
zh_xa˧˥nɕy˥˩	韩叙
zh_y˥˩ʈʂɻ̩˥	育之
zh_mei̯˧˩˧la˧˥n	美兰
zh_ɻə˧˥ntɕi˥˩ŋ	仁静
zh_mei̯˧˥kə˥ŋ	梅羹
zh_xwa˧˥tɕʰjou̯˥	华秋
zh_kʰɤ˧˩˧lai̯˧˥	可来
zh_jou̯˧˩˧ʈʂʰə˧˥n	有臣
zh_ʂɻ̩˥˩tɕi˥˩	世济
zh_li˧˥nɕja˧˥ŋ	林祥
zh_xa˧˥ni˥ŋ	韩英
zh_sʊ˥ŋtɕjɛ˥n	松坚
zh_tʊ˥ŋʈʂʰa˥ŋ	东昌
zh_ʂɻ̩˧˥lja˧˥ŋ	时良
zh_y˥˩lu˥˩	裕禄
zh_tsɹ̩˥i˥ŋ	滋英
zh_ta˥˩nə˧˥ŋ	大能
zh_ɕja˧˥ŋli˧˥n	祥林
zh_kwo˧˥pi˥n	国斌
zh_ʈʂɤ˧˥wə˧˥n	哲文
zh_ʂwə˥˩njau̯˧˥	顺尧
zh_tɕi˥pi˥n	积斌
zh_ə˥nʈʂu˥˩	恩柱
zh_tsʰwə˥˩n	寸
zh_tɕʰi˧˩˧ɥɛ˧˥n	绮园
zh_tɕi˥˩ŋɕjou̯˥	静修
zh_kʰʊ˧˩˧ŋmai̯˥˩	孔迈
zh_ɕjɛ˥nxwa˥	仙花
zh_tɕja˥ŋnʊ˧˥ŋ	江浓
zh_ʂɻ̩˥˩tɕja˥	士嘉
zh_wə˧˥npi˥n	文彬
zh_xwa˥˩nʈʂɻ̩˥	焕之
zh_xwa˧˥ŋɕy˥˩	黄旭
zh_ʂau̯˧˩˧tɕʰjou̯˥	少秋
zh_ʈʂʰə˧˥ŋtɕy˥n	成军
zh_ʈʂʰə˧˥ni˧˥n	陈寅
zh_ʂu˥˩ɕi˥n	树新
zh_ɻwei̯˥˩xwa˧˥n	瑞环
zh_ɻə˥˩ntɕʰjʊ˧˥ŋ	任穷
zh_ʈʂɻ̩˥˩u˧˩˧	志武
zh_ʈʂau̯˥˩tɕi˥ŋ	赵菁
zh_wa˧˥ŋfə˥ŋ	王峰
zh_lwo˥tɕʰjɛ˥˩n	罗茜
zh_jou̯˥˩ɕja˧˥	又侠
zh_ɕjau̯˥pwo˥	哮波
zh_tɕʰɥɛ˧˥na˥n	全安
zh_u˥ta˥n	巫丹
zh_tɕi˧˩˧ŋlɥe˥˩	景略
zh_ljou̯˧˩˧fa˥ŋ	柳芳
zh_fu˥˩xə˧˥ŋ	富恒
zh_ti˥˩ŋkwa˥ŋ	定光
zh_ʈʂʰwa˧˥ny˥˩	传玉
zh_mə˥˩ŋʈʂʰau̯˥	孟超
zh_ə˥ny˥˩	恩裕
zh_ʈʂʰwə˥nmjau̯˧˥	春苗
zh_kau̯˥tɕy˥˩n	高俊
zh_wa˥ŋy˧˩˧	汪禹
zh_wa˧˥ŋʈʂu˥˩	王助
zh_ʈʂwo˥ɻwei̯˥˩	卓睿
zh_mjau̯˧˥pʰu˧˩˧	苗圃
zh_kwa˥ŋɕy˥˩	光旭
zh_i˥xwa˧˥	祎骅
zh_mi˧˩˧kau̯˥	米高
zh_wə˧˥ntɕjɛ˥˩n	文健
zh_wei̯˧˥sɹ̩˥	维思
zh_mi˧˩˧	米
zh_tʰjɛ˧˥nxɤ˥˩	田贺
zh_pi˥˩ka˥n	必干
zh_ɕjɛ˥˩nʂɻ̩˧˥	宪实
zh_ʂə˥˩ŋmi˧˥ŋ	晟铭
zh_ʈʂʰə˧˥ŋxʊ˧˥ŋ	程虹
zh_y˥˩ɕi˧˩˧	玉玺
zh_ɕy˥˩kwa˥ŋ	旭光
zh_mi˧˥	糜
zh_xau̯˥˩lwə˧˥n	昊伦
zh_wə˧˥nxwa˥n	文欢
zh_xwo˧˩˧ti˥ŋ	火丁
zh_y˧˥ntɕʰi˧˥	昀琦
zh_lwo˥ka˥n	罗干
zh_tsʰai̯˥˩pʰei̯˧˥	蔡培
zh_ʈʂa˥ŋmjau̯˧˩˧	张淼
zh_pwo˧˥y˧˩˧	博宇
zh_ti˧˩˧ŋɕi˥n	鼎新
zh_xwa˥˩nmi˧˥ŋ	焕明
zh_ja˧˥ŋfa˥ŋ	杨芳
zh_pwo˧˥tswə˥n	博尊
zh_ɕɥe˧˥tʰʊ˥ŋ	学通
zh_ʂwə˥˩nkʰai̯˥	顺开
zh_kʰwə˥npʰə˧˥ŋ	昆鹏
zh_ja˧˥ŋla˧˥n	杨澜
zh_jɛ˥˩nni˥	闫妮
zh_ʈʂə˥ny˧˥n	珍云
zh_nə˧˥ŋə˞˧˩˧	能尔
zh_pʰa˥nwei̯˥	潘巍
zh_ʂɻ̩˧˥i˥˩	石屹
zh_tɕja˥ʈʂə˥ŋ	家铮
zh_y˧˥nxɤ˥˩	云鹤
zh_ʈʂa˥nʈʂʰwə˥n	占春
zh_njou̯˧˩˧	钮
zh_tɕi˥ŋi˥˩	经义
zh_pʰa˥npi˥ŋ	潘兵
zh_xa˥˩nnjɛ˧˥n	汉年
zh_ʈʂwa˧˩˧nljɛ˧˥n	转连
zh_tʰjɛ˧˥nmi˧˥n	田民
zh_ʈʂwa˥ŋtʰjɛ˧˥n	庄田
zh_ʈʂa˥ŋfa˧˥n	张藩
zh_fu˧˥ʂə˥ŋ	福生
zh_jau̯˧˥ʈʂɤ˧˥	姚喆
zh_tsʰʊ˧˥ŋʈʂou̯˥	从洲
zh_tɕi˥˩ɕjɛ˥n	继先
zh_ʈʂə˥˩ŋpʰi˧˥ŋ	正平
zh_fu˧˥ʈʂau̯˥˩	伏兆
zh_sɹ̩˥y˥˩	思玉
zh_xwei̯˥ʈʂau̯˥˩	辉照
zh_tau̯˥˩ʂə˥ŋ	道生
zh_tɕi˥nɕɥɛ˥n	金轩
zh_ɕjɛ˥nə˥n	先恩
zh_ɕi˥xa˥˩n	希汉
zh_tɕʰi˥˩ŋtɤ˧˥	庆德
zh_ʈʂu˥mi˧˥ŋ	朱明
zh_ɕjɛ˥nʂə˥˩ŋ	先胜
zh_fu˥˩ʂa˥˩n	富善
zh_ʈʂou̯˥pjau̯˥	周彪
zh_ɻə˧˥nʈʂʰu˥	仁初
zh_tsu˧˩˧lja˥˩ŋ	祖谅
zh_ʂau̯˥˩ʂa˥n	绍山
zh_i˥˩tɤ˧˥	义德
zh_ɥɛ˧˥nfa˥	元发
zh_pʰei̯˧˥ʂa˥˩n	培善
zh_ʂau̯˧˩˧wə˧˥n	少文
zh_ljou̯˧˥ʈʂʊ˥ŋ	刘忠
zh_tɕi˥˩ʈʂwa˥˩ŋ	季壮
zh_li˥˩ŋpi˥n	令彬
zh_ɕjɛ˧˥nɥe˥	贤约
zh_fa˥ŋtɕʰja˧˥ŋ	方强
zh_jɛ˧˥ntɕje˧˥	延杰
zh_li˥˩tɕʰi˥ŋ	立清
zh_njɛ˧˥nʂə˥ŋ	年生
zh_ɕi˥ntʰi˧˥ŋ	新廷
zh_li˥˩tɕi˥n	立金
zh_ʈʂʊ˥˩ŋxwa˧˥	仲华
zh_tʰjɛ˥ny˧˥n	天云
zh_pi˥nʈʂou̯˥	斌洲
zh_ʂə˥ntɕi˧˥	深吉
zh_li˧˩˧xwai̯˧˥	里怀
zh_tʰjɛ˥nxwa˥˩n	天焕
zh_ta˥˩xwei̯˥	大辉
zh_pi˧˩˧ŋna˧˥n	炳南
zh_ai̯˥˩xwa˥	爱花
zh_ɥe˥˩ka˥ŋ	月刚
zh_ɕi˥nxɤ˥˩	鑫鹤
zh_tɕi˥˩i˥ŋ	继英
zh_pʰi˧˥ŋɕi˥n	平心
zh_ʂou̯˥˩tʰjɛ˥n	寿天
zh_tɕi˥˩ɕja˧˥ŋ	霁翔
zh_tɕje˧˥sa˥ŋ	杰桑
zh_ʂa˥tʰi˥ŋ	沙汀
zh_tɕi˥˩ŋtsai̯˥	劲哉
zh_u˧˩˧xau̯˥˩	伍皓
zh_u˧˥tsɤ˧˥	吴泽
zh_ʈʂʰwa˧˥nɕja˧˥ŋ	传祥
zh_tɕʰɥɛ˧˥n	权
zh_ʈʂɤ˧˥mi˧˥n	哲民
zh_ɻə˧˥nmei̯˧˩˧	人美
zh_tɕi˧˩˧ŋy˧˥n	景云
zh_tʰje˧˩˧ja˧˥	铁崖
zh_ʂə˥ntɕjɛ˥˩n	申健
zh_fə˥˩ŋmei̯˧˥	凤梅
zh_twa˥nʂə˥ŋ	端升
zh_xɤ˧˥wei̯˧˩˧	何伟
zh_ʈʂɻ̩˥˩lja˥˩ŋ	志亮
zh_wə˧˥nja˥˩	文亚
zh_ə˞˧˥fu˥˩	而复
zh_lai̯˥˩ʂɻ̩˥˩	籁士
zh_mi˧˩˧ntɕi˥˩ŋ	闵劲
zh_ɕjɛ˥nfə˥ŋ	先锋
zh_xʊ˧˥ŋtsʰai̯˧˥	洪才
zh_wə˥˩ntɕʰi˧˥	汶锜
zh_xau̯˧˥tsʰai̯˧˥	豪才
zh_pʰei̯˧˥ka˥ŋ	裴钢
zh_ɕɥe˧˩˧a˥n	雪庵
zh_na˧˥njʊ˧˩˧ŋ	南勇
zh_ʈʂou̯˥jau̯˧˥	周尧
zh_ə˥ntsɤ˧˥	恩泽
zh_ta˥˩lei̯˧˥	大雷
zh_ʈʂʰə˧˥nkʰwə˥n	陈坤
zh_li˧˩˧wei̯˥˩	李未
zh_ʈʂʊ˥ŋpi˥˩	忠弼
zh_tsɹ̩˧˩˧njou̯˧˥	子牛
zh_i˧˥swə˥n	宜孙
zh_ɕi˥ŋxa˧˥n	兴涵
zh_u˧˥ɕi˥	吴曦
zh_wə˧˥ntɕɥɛ˥˩n	雯绢
zh_mi˧˥ŋtsɤ˧˥	明泽
zh_jou̯˧˩˧ɕy˥˩n	有训
zh_jɛ˥˩nɕja˧˥	雁霞
zh_y˧˥ntʊ˥ŋ	云东
zh_wə˧˥nɕjʊ˧˥ŋ	文雄
zh_ɕjou̯˥˩pwo˥	秀波
zh_ʈʂə˥˩ŋɕy˥˩n	郑汛
zh_ʈʂa˥ŋfa˥n	张帆
zh_kau̯˥sʊ˥˩ŋ	高颂
zh_ʈʂə˥˩ny˧˥n	震云
zh_ʈʂau̯˥˩ʂwa˧˩˧ŋ	赵爽
zh_kwo˧˥kʰwə˥n	国坤
zh_i˧˥nʈʂʰu˥	寅初
zh_ɕjau̯˥˩tɕy˥˩n	肖俊
zh_ɕjau̯˥˩li˧˥n	肖琳
zh_ɕjau̯˥˩ʈʂə˥n	肖珍
zh_ɕja˥ŋɕja˥ŋ	香香
zh_ɕjau̯˥ka˥n	萧干
zh_xwai̯˧˥ʈʂʰə˧˥ŋ	怀诚
zh_ɕja˥˩ŋtɕy˥n	向君
zh_ni˧˥ŋni˧˥ŋ	宁宁
zh_ɕja˥˩i˥	夏祎
zh_ɕjau̯˥˩ʂa˥	肖莎
zh_ɕja˥˩nai̯˥˩	夏鼐
zh_ɕjau̯˥tɕy˥n	萧军
zh_tɕy˥˩npwo˥	俊波
zh_ʂu˧˥ɕjɛ˧˥n	淑娴
zh_kau̯˥ɕja˧˥ŋ	高翔
zh_wei̯˧˥tɕi˥˩	维稷
zh_ku˧˩˧i˥˩ŋ	鼓应
zh_tɕjɛ˥˩njou̯˧˥	建猷
zh_tɕʰjou̯˥ɥɛ˧˥n	秋原
zh_ʈʂʰwə˥ntʰau̯˥	春涛
zh_ʈʂʊ˥˩ŋɻʊ˧˥ŋ	仲容
zh_ɥe˥˩tɕʰi˧˥	越崎
zh_mi˧˩˧ɕjɛ˥˩n	米线
zh_pwo˥ə˞˧˥	波儿
zh_xwa˧˥ʈʂu˥˩	华柱
zh_nai̯˧˩˧jɛ˥˩n	乃燕
zh_ʂɻ̩˥˩ʈʂa˥ŋ	世璋
zh_pʰei̯˧˥tɕi˥	培基
zh_kʊ˥ŋpi˥n	龚彬
zh_ʈʂʰʊ˧˥ŋtɕʰi˥ŋ	崇清
zh_ta˥˩tɕy˥n	大钧
zh_ti˧˩˧ŋwə˧˥n	鼎文
zh_ja˧˥ŋxu˧˩˧	杨虎
zh_pʰa˥nja˧˥ŋ	潘阳
zh_ɻu˧˩˧kwei̯˥	汝瑰
zh_mi˧˥ŋɻə˧˥n	明仁
zh_ʈʂʊ˥ŋɥe˥˩	钟岳
zh_ɕjou̯˥˩fə˥ŋ	秀峰
zh_ɥɛ˧˥nɕɥɛ˥n	元瑄
zh_tɕi˥˩ŋɥɛ˥˩n	敬媛
zh_li˥˩tsɹ̩˧˩˧	力子
zh_tɕʰi˥˩ŋɕɥɛ˥n	庆宣
zh_tɕʰɥɛ˧˥ntɕʰi˥n	全钦
zh_tɕi˥ntʊ˥ŋ	金东
zh_tsʰau̯˧˥ɥɛ˧˥n	曹缘
zh_tu˥˩tɕɥɛ˥n	杜鹃
zh_lwo˧˥ɻwei̯˧˥	萝蕤
zh_ɕi˧˥mi˧˥ŋ	锡铭
zh_y˥˩tʰʊ˥ŋ	玉通
zh_tɕʰi˥ŋfə˥ŋ	清峰
zh_ʈʂʰə˧˥ntswo˥˩	陈祚
zh_kʰwə˥nlwə˧˥n	昆仑
zh_ʈʂʰə˧˥nkwo˧˩˧	陈果
zh_wa˧˥ŋʈʂau̯˥	王昭
zh_ʈʂə˥˩ni˥˩	振义
zh_wə˧˥npʰei̯˧˥	文培
zh_ʈʂu˧˥ɕi˥	竹溪
zh_wei̯˥˩ʈʂʰə˧˥n	魏晨
zh_ʈʂʊ˥ŋʈʂʰə˧˥ŋ	忠诚
zh_wei̯˥˩ɕi˥n	魏新
zh_tsʰə˧˥ŋtɕʰi˧˥	曾祺
zh_xwa˧˥lwə˧˥n	华伦
zh_wə˧˥nʈʂʰau̯˥	文超
zh_wa˧˥ŋy˥n	王赟
zh_a˥nnwo˧˥	安娜
zh_ti˧˥tɕʰjou̯˥	荻秋
zh_ʂa˥˩ŋkʰwei̯˧˥	尚奎
zh_tʰu˧˥na˧˥n	图南
zh_kʰai̯˧˩˧kwa˥ŋ	凯光
zh_sʊ˥˩ŋtɤ˧˥	颂德
zh_tɕjɛ˥˩ntʊ˥ŋ	建东
zh_tɤ˧˥ʈʂu˥	德洙
zh_lai̯˧˥ɕi˥	莱西
zh_ʂa˥˩nʂə˥n	善深
zh_tɕja˥pʰə˧˥ŋ	嘉鹏
zh_tɕjɛ˥˩ntsʊ˥ŋ	建宗
zh_wei̯˥˩tɕʰi˥ŋ	渭清
zh_ʈʂɻ̩˥˩jʊ˥˩ŋ	致用
zh_i˥˩ou̯˥	轶欧
zh_pʰei̯˥˩jau̯˧˥	沛瑶
zh_ʂau̯˧˩˧tsʰʊ˥ŋ	少聪
zh_ɻʊ˧˥ŋfa˥	荣发
zh_tɕʰjɛ˥˩nja˧˥ŋ	倩扬
zh_mi˧˥ŋɕi˥n	鸣心
zh_ɕɥe˧˥tɕʰi˧˥	学圻
zh_lwo˥wei̯˧˥	罗维
zh_i˥˩ɕy˥˩n	奕迅
zh_xwa˧˥ŋpwo˧˥	黄渤
zh_tɕi˧˩˧ntʰjɛ˥n	锦添
zh_ɥe˥˩ɻa˧˥n	悦然
zh_ljou̯˧˥fei̯˥	刘飞
zh_lu˧˥ʂə˥˩ŋ	卢胜
zh_ɕi˥˩ntɕʰɥɛ˧˥n	信泉
zh_ʈʂʰɻ̩˥˩pʰi˧˥ŋ	赤萍
zh_tʰjɛ˥ntɕi˥˩	天际
zh_ʂɻ̩˧˥tɕʰɥɛ˧˥n	石泉
zh_swə˥ni˥˩	孙毅
zh_ɻʊ˧˥ŋpjau̯˥	容标
zh_pʰə˧˥ŋli˧˥n	彭林
zh_ʈʂau̯˥li˥˩	朝利
zh_tɕi˥ŋsʊ˥ŋ	精松
zh_ɕjou̯˥˩ʂa˥n	秀山
zh_ɻə˥˩nɥɛ˧˩˧n	任远
zh_tɕi˥˩nnjɛ˧˥n	晋年
zh_jʊ˥ŋ	雍
zh_ɕjɛ˧˥ntɕʰɥɛ˧˥n	贤权
zh_li˧˥fu˥	黎夫
zh_tɕjɛ˥nʈʂə˥n	坚真
zh_tə˥˩ŋxwa˧˥	邓华
zh_fu˥˩ʈʂʊ˥ŋ	傅钟
zh_ɥe˥˩li˧˥	月犁
zh_wə˧˥ntɕʰi˥ŋ	文卿
zh_tsɹ̩˧˩˧ka˥ŋ	子纲
zh_ta˧˥kʰai̯˥	达开
zh_kwo˧˥ɻwei̯˥˩	国瑞
zh_ʈʂou̯˥xwa˧˥n	周桓
zh_li˧˥npʰi˧˥ŋ	林平
zh_tsʰə˧˥ŋʈʂɻ̩˥˩	曾志
zh_ɻu˧˥pi˥ŋ	如冰
zh_pwo˧˥tɕy˥n	伯钧
zh_tɕja˥˩fu˥	稼夫
zh_u˧˩˧xə˧˥ŋ	武衡
zh_xɤ˥˩pjau̯˥	贺彪
zh_ʈʂʰwə˧˥nʂu˥˩	纯束
zh_kau̯˥ja˧˥ŋ	高扬
zh_ku˥˩xwei̯˥	固辉
zh_fə˥ŋpʰi˧˥ŋ	丰平
zh_tsɹ̩˧˩˧y˧˥n	子云
zh_ja˧˥ŋʂa˥n	阳山
zh_ʂu˥˩ʂə˥n	述申
zh_tʰjɛ˥nʂɻ̩˧˥	天石
zh_lwo˥pi˥n	罗斌
zh_ʂwa˥ŋmi˧˥ŋ	双明
zh_ni˧˥ŋfu˥	宁夫
zh_ʈʂwo˥ɕi˥n	卓新
zh_ɻə˧˥n	仁
zh_tɕʰi˥ŋtɕja˥	青加
zh_wei̯˧˥ʈʂʊ˥ŋ	维中
zh_ʈʂʰwə˥ntʰi˧˥ŋ	春亭
zh_ʈʂʰwə˥nʈʂə˥˩ŋ	春正
zh_tɕʰi˧˥tsʊ˥ŋ	其宗
zh_y˥˩tɕʰjɛ˥n	玉谦
zh_tsɹ̩˥˩tɕʰja˧˥ŋ	自强
zh_wei̯˧˥fa˥ŋ	维方
zh_tɕi˧˥fu˥	洁夫
zh_kʰɤ˥˩jou̯˧˥mu˥˩	克尤木
zh_pa˥u˧˥tʊ˥ŋ	巴吾东
zh_ʈʂɤ˧˥ʈʂu˥	哲洙
zh_ti˥˩ŋfu˥˩	定富
zh_ʈʂɻ̩˥	支
zh_ʂu˥˩pʰi˧˥ŋ	树平
zh_xai̯˧˩˧wa˥˩ŋ	海旺
zh_tɤ˧˥wa˥˩ŋ	德旺
zh_swə˥nka˥˩n	孙淦
zh_fə˥˩ŋjou̯˧˩˧	凤友
zh_ʈʂʰə˧˥ŋjou̯˧˩˧	成友
zh_tɕja˥tʰi˧˥ŋ	嘉廷
zh_tɕje˧˥tɕja˥	结加
zh_ʈʂə˥˩ŋfu˧˥	正福
zh_y˥˩nxʊ˧˥ŋ	运鸿
zh_ɕɥe˧˥tɕʰja˧˥ŋ	学强
zh_tɕʰi˥˩ŋʂə˥ŋ	庆生
zh_ku˧˩˧ʈʂʰə˧˥ŋ	谷成
zh_y˧˥nkə˥ŋ	云耕
zh_ʈʂa˥ŋxə˧˥ŋ	张恒
zh_kʰɤ˥˩xwei̯˥	克辉
zh_tɕje˧˥ʂə˥ŋ	捷生
zh_ʂa˥˩ŋu˧˩˧	尚武
zh_ʈʂʊ˥ŋɕi˧˥ŋ	中行
zh_mei̯˧˩˧fə˥n	美芬
zh_xɤ˥˩tɕʰjau̯˧˥	鹤翘
zh_u˧˥ɕja˧˥	吴瑕
zh_ʈʂʰa˧˥ŋjou̯˧˩˧	长友
zh_pi˥˩xau̯˥˩	毕皓
zh_wei̯˥˩ɻʊ˧˥ŋ	为荣
zh_tsa˥ŋswei̯˥˩	臧穗
zh_jʊ˧˩˧ŋʂə˥ŋ	永生
zh_pau̯˧˩˧sə˥n	宝森
zh_ʂu˥tɕy˥n	书军
zh_tə˥ŋxwa˧˥	登华
zh_tɕi˧˩˧ŋxwa˧˥	景华
zh_wə˧˥nʈʂʰwə˥n	文春
zh_ʈʂau̯˥˩ʈʂau̯˥	赵昭
zh_y˥˩tʰjɛ˧˥n	玉田
zh_ʈʂə˥˩nɕjɛ˥n	振先
zh_ʈʂə˥˩ny˥˩	振玉
zh_tjɛ˥˩nfə˥ŋ	殿枫
zh_ɻʊ˧˥ŋtʰa˧˥ŋ	荣棠
zh_ʈʂa˥nmi˧˥n	占民
zh_ʂau̯˥˩lja˥˩ŋ	绍亮
zh_lai̯˧˥tɕʰja˧˥ŋ	来强
zh_xa˥˩npʰi˧˥ŋ	汉平
zh_jʊ˧˩˧ŋtɕi˥n	永金
zh_lja˧˥ŋwa˥˩ŋ	良旺
zh_fu˧˥tʰjɛ˧˥n	福田
zh_tɤ˧˥tsʰai̯˧˥	德财
zh_y˥˩ɕja˧˥ŋ	玉祥
zh_tɤ˧˥tsʰai̯˧˩˧	德彩
zh_ʈʂɻ̩˥˩tʰjɛ˧˥n	志田
zh_ʈʂʊ˥ŋɕi˥ŋ	忠兴
zh_y˥˩ti˥	玉堤
zh_ʈʂʰa˧˥ŋy˥˩	常裕
zh_tjɛ˥˩nɻʊ˧˥ŋ	殿荣
zh_tɕʰi˥ŋi˥˩	清益
zh_lɤ˥˩fu˥	乐夫
zh_ʈʂʊ˥ŋɕi˥n	忠新
zh_xwa˥˩ntɕʰi˧˥	焕岐
zh_jou̯˥˩ʈʂʰə˧˥ŋ	幼诚
zh_jʊ˧˩˧ŋtɤ˧˥	永德
zh_ʈʂə˥˩ŋka˥ŋ	正刚
zh_tɕi˥kwei̯˥˩	基贵
zh_ʈʂʰau̯˥tɕʰy˧˥n	超群
zh_tɕi˧˥ljɛ˧˥n	吉连
zh_ʈʂʰə˧˥ntɕʰjɛ˧˥n	陈潜
zh_ɻwei̯˥˩tɕje˥	瑞阶
zh_ʂau̯˥˩lja˧˥ŋ	绍良
zh_fu˧˥ə˥n	福恩
zh_li˧˩˧tɕi˧˩˧ŋ	李景
zh_tɕja˥ŋʈʂə˥˩n	江震
zh_tɕjou̯˧˩˧ɻʊ˧˥ŋ	久荣
zh_ʈʂɻ̩˥˩pai̯˧˩˧	志柏
zh_ʈʂə˥˩nu˧˩˧	振武
zh_ɕi˥jʊ˥ŋ	希庸
zh_ʂou̯˥˩tsə˥ŋ	寿增
zh_ɤ˧˥tʰi˧˥ŋ	峨亭
zh_pi˧˩˧ŋjɛ˧˥n	炳炎
zh_tɕi˥˩ʈʂə˥˩n	继振
zh_li˥˩fə˥ŋ	立封
zh_kʰwə˥nɻə˧˥n	坤仁
zh_ljɛ˧˥nɕjou̯˥˩	连秀
zh_twa˥nu˧˩˧	端武
zh_sə˥ntʰai̯˥˩	森泰
zh_ʈʂʰə˧˥njʊ˧˩˧ŋ	陈勇
zh_jʊ˧˩˧ŋtɕy˧˩˧	永举
zh_tɕjɛ˥˩nʈʂʰa˥ŋ	建昌
zh_ʂu˥ʈʂʰə˧˥ŋ	书成
zh_ti˥˩ŋfa˥	定发
zh_jʊ˧˩˧ŋpi˥n	永斌
zh_jɛ˥˩nli˧˥n	彦林
zh_pʰu˧˩˧ɕɥɛ˧˩˧n	普选
zh_ʈʂʰa˥ŋtɕy˥n	昌军
zh_pi˧˩˧ŋtʰai̯˥˩	炳泰
zh_xa˥˩npjau̯˥	汉标
zh_tɕi˥˩je˥˩	继业
zh_xɤ˥˩xwa˧˥	贺华
zh_y˥˩ʂu˥	玉书
zh_ɕy˥˩kɤ˧˥	旭阁
zh_ɕjau̯˥xwa˧˥	萧华
zh_mi˧˥ŋtʰai̯˥˩	明太
zh_ʈʂwo˥mi˧˥ŋ	卓明
zh_tsʰə˧˥nɕy˥˩	岑旭
zh_ʈʂə˥˩nmou̯˧˥	振侔
zh_li˧˩˧kwa˥ŋ	李光
zh_i˥ŋfu˥˩	英富
zh_ʈʂə˥˩ntɕja˥	振家
zh_ɕi˥ŋfa˥	兴发
zh_mi˧˥ŋʂa˥n	明山
zh_fu˥˩tɕʰɥɛ˧˥n	富泉
zh_ʂɻ̩˥˩tʰjɛ˧˥n	世田
zh_i˥ŋfu˧˥	英福
zh_mɤ	么
zh_ɕi˥ŋɥɛ˧˩˧n	兴远
zh_ɕy˥˩kʊ˥ŋ	绪恭
